battle_id,game_result,player_1_deck,player_2_deck,player_1_stats,player_2_stats
battle_1749626011.0,2-1,"['hunter-ev1', 'phoenix', 'fire-spirit', 'fisherman', 'monk', 'the-log', 'mother-witch', 'goblin-demolisher']","['lumberjack-ev1', 'royal-recruits-ev1', 'arrows', 'minions', 'freeze', 'goblinstein', 'inferno-dragon', 'lightning']","{'avg_elixir': 3.4, 'four_card_cycle': 10.0, 'elixir_leaked': 0.69, 'tower_hp': 7610}","{'avg_elixir': 4.5, 'four_card_cycle': 14.0, 'elixir_leaked': 5.66, 'tower_hp': 4226}"
battle_1749625943.0,1-0,"['ice-spirit-ev1', 'cannon-ev1', 'ice-golem', 'skeletons', 'the-log', 'fireball', 'hog-rider', 'musketeer']","['electro-dragon-ev1', 'lumberjack-ev1', 'tornado', 'electro-spirit', 'ice-wizard', 'berserker', 'ram-rider', 'monk']","{'avg_elixir': 2.6, 'four_card_cycle': 6.0, 'elixir_leaked': 5.81, 'tower_hp': 7543}","{'avg_elixir': 3.5, 'four_card_cycle': 9.0, 'elixir_leaked': 6.38, 'tower_hp': 4392}"
battle_1749625815.0,1-0,"['mega-knight-ev1', 'firecracker-ev1', 'dart-goblin', 'knight', 'wall-breakers', 'skeleton-barrel', 'bats', 'bandit']","['musketeer-ev1', 'giant-snowball-ev1', 'ice-golem', 'miner', 'balloon', 'barbarian-barrel', 'skeletons', 'bomb-tower']","{'avg_elixir': 3.3, 'four_card_cycle': 10.0, 'elixir_leaked': 4.02, 'tower_hp': 8208}","{'avg_elixir': 2.9, 'four_card_cycle': 7.0, 'elixir_leaked': 4.24, 'tower_hp': 7876}"
battle_1749625813.0,1-0,"['giant-snowball-ev1', 'witch-ev1', 'bowler', 'graveyard', 'giant', 'minions', 'guards', 'arrows']","['royal-giant-ev1', 'witch-ev1', 'goblin-hut', 'skeleton-king', 'the-log', 'lightning', 'electro-spirit', 'fisherman']","{'avg_elixir': 3.9, 'four_card_cycle': 11.0, 'elixir_leaked': 5.67, 'tower_hp': 7235}","{'avg_elixir': 3.9, 'four_card_cycle': 10.0, 'elixir_leaked': 7.6, 'tower_hp': 7137}"
battle_1749625807.0,2-1,"['lumberjack-ev1', 'barbarians-ev1', 'battle-ram', 'royal-ghost', 'archer-queen', 'arrows', 'heal-spirit', 'elixir-collector']","['electro-dragon-ev1', 'lumberjack-ev1', 'golem', 'barbarian-barrel', 'lightning', 'bomber', 'rage', 'night-witch']","{'avg_elixir': 3.9, 'four_card_cycle': 11.0, 'elixir_leaked': 6.79, 'tower_hp': 3803}","{'avg_elixir': 4.1, 'four_card_cycle': 10.0, 'elixir_leaked': 2.15, 'tower_hp': 1553}"
battle_1749625452.0,3-1,"['wall-breakers-ev1', 'dart-goblin-ev1', 'spear-goblins', 'suspicious-bush', 'the-log', 'fire-spirit', 'ice-spirit', 'boss-bandit']","['pekka-ev1', 'goblin-giant-ev1', 'arrows', 'bomber', 'rage', 'goblin-machine', 'mega-minion', 'goblin-curse']","{'avg_elixir': 2.4, 'four_card_cycle': 6.0, 'elixir_leaked': 4.48, 'tower_hp': 5230}","{'avg_elixir': 3.8, 'four_card_cycle': 9.0, 'elixir_leaked': 2.48, 'tower_hp': 0}"
battle_1749625392.0,3-0,"['giant-snowball-ev1', 'witch-ev1', 'bowler', 'graveyard', 'arrows', 'giant', 'minions', 'skeleton-army']","['goblin-giant-ev1', 'electro-dragon-ev1', 'zappies', 'sparky', 'rage', 'monk', 'ice-spirit', 'lumberjack']","{'avg_elixir': 3.9, 'four_card_cycle': 11.0, 'elixir_leaked': 0.92, 'tower_hp': 8229}","{'avg_elixir': 4.1, 'four_card_cycle': 11.0, 'elixir_leaked': 1.13, 'tower_hp': 0}"
battle_1749625301.0,1-0,"['pekka-ev1', 'goblin-giant-ev1', 'mega-minion', 'bomber', 'goblin-machine', 'goblin-curse', 'rage', 'arrows']","['goblin-giant-ev1', 'pekka-ev1', 'goblin-machine', 'mega-minion', 'goblin-curse', 'bomber', 'arrows', 'rage']","{'avg_elixir': 3.8, 'four_card_cycle': 9.0, 'elixir_leaked': 3.21, 'tower_hp': 7539}","{'avg_elixir': 3.8, 'four_card_cycle': 9.0, 'elixir_leaked': 0.23, 'tower_hp': 7745}"
battle_1749625220.0,1-0,"['pekka-ev1', 'battle-ram-ev1', 'royal-ghost', 'arrows', 'rage', 'guards', 'bandit', 'magic-archer']","['witch-ev1', 'ice-spirit-ev1', 'skeletons', 'berserker', 'lightning', 'bomb-tower', 'royal-hogs', 'the-log']","{'avg_elixir': 3.6, 'four_card_cycle': 11.0, 'elixir_leaked': 0.59, 'tower_hp': 3852}","{'avg_elixir': 3.3, 'four_card_cycle': 6.0, 'elixir_leaked': 3.4, 'tower_hp': 3988}"
battle_1749625045.0,3-0,"['pekka-ev1', 'goblin-giant-ev1', 'arrows', 'bomber', 'mega-minion', 'goblin-curse', 'rage', 'goblin-machine']","['goblin-giant-ev1', 'zap-ev1', 'arrows', 'rage', 'prince', 'boss-bandit', 'phoenix', 'bomber']","{'avg_elixir': 3.8, 'four_card_cycle': 9.0, 'elixir_leaked': 6.1, 'tower_hp': 8838}","{'avg_elixir': 3.8, 'four_card_cycle': 9.0, 'elixir_leaked': 2.57, 'tower_hp': 0}"
battle_1749625016.0,1-0,"['goblin-barrel-ev1', 'dart-goblin-ev1', 'princess', 'the-log', 'ice-spirit', 'knight', 'goblin-gang', 'inferno-tower']","['wall-breakers-ev1', 'bats-ev1', 'miner', 'the-log', 'mighty-miner', 'poison', 'spear-goblins', 'goblin-hut']","{'avg_elixir': 2.9, 'four_card_cycle': 9.0, 'elixir_leaked': 2.72, 'tower_hp': 7740}","{'avg_elixir': 2.9, 'four_card_cycle': 8.0, 'elixir_leaked': 0.0, 'tower_hp': 5403}"
battle_1749624955.0,2-1,"['valkyrie-ev1', 'zap-ev1', 'lava-hound', 'balloon', 'fireball', 'skeleton-dragons', 'inferno-dragon', 'guards']","['witch-ev1', 'valkyrie-ev1', 'boss-bandit', 'goblin-barrel', 'goblin-curse', 'skeleton-barrel', 'arrows', 'suspicious-bush']","{'avg_elixir': 4.1, 'four_card_cycle': 13.0, 'elixir_leaked': 4.24, 'tower_hp': 3066}","{'avg_elixir': 3.5, 'four_card_cycle': 10.0, 'elixir_leaked': 0.24, 'tower_hp': 4584}"
battle_1749624891.0,1-0,"['valkyrie-ev1', 'goblin-cage-ev1', 'lava-hound', 'lightning', 'flying-machine', 'arrows', 'phoenix', 'guards']","['skeletons-ev1', 'mortar-ev1', 'the-log', 'electro-spirit', 'firecracker', 'rocket', 'berserker', 'bomber']","{'avg_elixir': 4.4, 'four_card_cycle': 14.0, 'elixir_leaked': 3.17, 'tower_hp': 7774}","{'avg_elixir': 2.6, 'four_card_cycle': 6.0, 'elixir_leaked': 4.22, 'tower_hp': 7097}"
battle_1749624797.0,1-0,"['witch-ev1', 'skeletons-ev1', 'ice-spirit', 'goblin-hut', 'the-log', 'berserker', 'lightning', 'hog-rider']","['wall-breakers-ev1', 'bats-ev1', 'miner', 'the-log', 'mighty-miner', 'poison', 'spear-goblins', 'goblin-hut']","{'avg_elixir': 3.1, 'four_card_cycle': 6.0, 'elixir_leaked': 0.61, 'tower_hp': 9249}","{'avg_elixir': 2.9, 'four_card_cycle': 8.0, 'elixir_leaked': 4.41, 'tower_hp': 7186}"
battle_1749624760.0,3-0,"['mega-knight-ev1', 'wall-breakers-ev1', 'prince', 'arrows', 'bandit', 'zap', 'goblin-gang', 'archer-queen']","['pekka-ev1', 'goblin-giant-ev1', 'goblin-machine', 'arrows', 'mega-minion', 'rage', 'goblin-curse', 'bomber']","{'avg_elixir': 3.8, 'four_card_cycle': 10.0, 'elixir_leaked': 0.89, 'tower_hp': 9649}","{'avg_elixir': 3.8, 'four_card_cycle': 9.0, 'elixir_leaked': 1.9, 'tower_hp': 0}"
battle_1749624672.0,1-0,"['wall-breakers-ev1', 'bats-ev1', 'spear-goblins', 'golden-knight', 'miner', 'goblin-hut', 'the-log', 'poison']","['mortar-ev1', 'bats-ev1', 'boss-bandit', 'lightning', 'goblin-gang', 'ice-wizard', 'arrows', 'spear-goblins']","{'avg_elixir': 2.9, 'four_card_cycle': 8.0, 'elixir_leaked': 2.96, 'tower_hp': 8961}","{'avg_elixir': 3.6, 'four_card_cycle': 10.0, 'elixir_leaked': 1.58, 'tower_hp': 7440}"
battle_1749624623.0,2-1,"['lumberjack-ev1', 'royal-recruits-ev1', 'inferno-dragon', 'cannon-cart', 'lightning', 'mother-witch', 'goblin-hut', 'arrows']","['wall-breakers-ev1', 'dart-goblin-ev1', 'spear-goblins', 'skeletons', 'suspicious-bush', 'ice-spirit', 'boss-bandit', 'the-log']","{'avg_elixir': 4.6, 'four_card_cycle': 15.0, 'elixir_leaked': 2.03, 'tower_hp': 3528}","{'avg_elixir': 2.4, 'four_card_cycle': 6.0, 'elixir_leaked': 3.08, 'tower_hp': 3181}"
battle_1749624526.0,1-0,"['goblin-giant-ev1', 'zap-ev1', 'sparky', 'boss-bandit', 'prince', 'mother-witch', 'mega-minion', 'rage']","['pekka-ev1', 'goblin-giant-ev1', 'arrows', 'bomber', 'mega-minion', 'goblin-curse', 'rage', 'goblin-machine']","{'avg_elixir': 4.3, 'four_card_cycle': 11.0, 'elixir_leaked': 3.0, 'tower_hp': 7708}","{'avg_elixir': 3.8, 'four_card_cycle': 9.0, 'elixir_leaked': 1.0, 'tower_hp': 5006}"
battle_1749624442.0,1-0,"['goblin-barrel-ev1', 'dart-goblin-ev1', 'the-log', 'princess', 'valkyrie', 'goblin-gang', 'ice-spirit', 'cannon']","['witch-ev1', 'mega-knight-ev1', 'zap', 'battle-ram', 'barbarian-barrel', 'goblin-barrel', 'arrows', 'royal-ghost']","{'avg_elixir': 2.8, 'four_card_cycle': 9.0, 'elixir_leaked': 0.0, 'tower_hp': 10177}","{'avg_elixir': 3.6, 'four_card_cycle': 10.0, 'elixir_leaked': 1.24, 'tower_hp': 7051}"
battle_1749624189.0,1-0,"['giant-snowball-ev1', 'executioner-ev1', 'royal-ghost', 'boss-bandit', 'guards', 'ram-rider', 'barbarian-barrel', 'lightning']","['valkyrie-ev1', 'furnace', 'elite-barbarians', 'minion-horde', 'witch', 'executioner', 'fireball', 'miner']","{'avg_elixir': 4.0, 'four_card_cycle': 10.0, 'elixir_leaked': 0.84, 'tower_hp': 9191}","{'avg_elixir': 4.5, 'four_card_cycle': 15.0, 'elixir_leaked': 7.37, 'tower_hp': 6841}"
battle_1749624071.0,1-0,"['wall-breakers-ev1', 'dart-goblin-ev1', 'suspicious-bush', 'mighty-miner', 'spear-goblins', 'ice-spirit', 'fire-spirit', 'the-log']","['pekka-ev1', 'giant-snowball-ev1', 'bandit', 'berserker', 'battle-ram', 'little-prince', 'royal-ghost', 'arrows']","{'avg_elixir': 2.1, 'four_card_cycle': 6.0, 'elixir_leaked': 6.06, 'tower_hp': 9057}","{'avg_elixir': 3.4, 'four_card_cycle': 10.0, 'elixir_leaked': 1.06, 'tower_hp': 6490}"
battle_1749624021.0,1-0,"['knight-ev1', 'skeletons-ev1', 'fire-spirit', 'x-bow', 'musketeer', 'electro-spirit', 'elixir-collector', 'the-log']","['mega-knight-ev1', 'bats-ev1', 'bandit', 'zap', 'archer-queen', 'wall-breakers', 'arrows', 'prince']","{'avg_elixir': 3.0, 'four_card_cycle': 5.0, 'elixir_leaked': 0.19, 'tower_hp': 10835}","{'avg_elixir': 3.6, 'four_card_cycle': 9.0, 'elixir_leaked': 21.41, 'tower_hp': 7570}"
battle_1749624014.0,1-0,"['goblin-cage-ev1', 'ice-spirit-ev1', 'arrows', 'balloon', 'knight', 'inferno-dragon', 'lightning', 'little-prince']","['lumberjack-ev1', 'electro-dragon-ev1', 'balloon', 'inferno-dragon', 'bowler', 'tornado', 'freeze', 'barbarian-barrel']","{'avg_elixir': 3.6, 'four_card_cycle': 10.0, 'elixir_leaked': 0.0, 'tower_hp': 10688}","{'avg_elixir': 4.0, 'four_card_cycle': 13.0, 'elixir_leaked': 1.89, 'tower_hp': 6727}"
battle_1749623855.0,1-0,"['hunter-ev1', 'valkyrie-ev1', 'tombstone', 'zap', 'bowler', 'mega-minion', 'arrows', 'balloon']","['wall-breakers-ev1', 'royal-recruits-ev1', 'skeleton-king', 'berserker', 'lightning', 'goblin-gang', 'ice-wizard', 'arrows']","{'avg_elixir': 3.6, 'four_card_cycle': 11.0, 'elixir_leaked': 2.62, 'tower_hp': 10371}","{'avg_elixir': 3.8, 'four_card_cycle': 10.0, 'elixir_leaked': 3.88, 'tower_hp': 7158}"
battle_1749623779.0,1-0,"['witch-ev1', 'knight-ev1', 'tombstone', 'graveyard', 'barbarian-barrel', 'baby-dragon', 'tornado', 'poison']","['witch-ev1', 'royal-recruits-ev1', 'zappies', 'furnace', 'arrows', 'bandit', 'skeleton-king', 'goblin-hut']","{'avg_elixir': 3.6, 'four_card_cycle': 11.0, 'elixir_leaked': 5.17, 'tower_hp': 9389}","{'avg_elixir': 4.3, 'four_card_cycle': 14.0, 'elixir_leaked': 3.56, 'tower_hp': 7370}"
battle_1749623709.0,1-0,"['executioner-ev1', 'lumberjack-ev1', 'inferno-dragon', 'balloon', 'bowler', 'guards', 'tornado', 'freeze']","['goblin-drill-ev1', 'tesla-ev1', 'goblin-demolisher', 'knight', 'fireball', 'guards', 'fire-spirit', 'the-log']","{'avg_elixir': 4.1, 'four_card_cycle': 14.0, 'elixir_leaked': 2.64, 'tower_hp': 9917}","{'avg_elixir': 3.1, 'four_card_cycle': 9.0, 'elixir_leaked': 4.63, 'tower_hp': 7575}"
battle_1749623699.0,1-0,"['mega-knight-ev1', 'lumberjack-ev1', 'electro-wizard', 'poison', 'ram-rider', 'royal-ghost', 'bandit', 'the-log']","['dart-goblin-ev1', 'wall-breakers-ev1', 'spear-goblins', 'the-log', 'suspicious-bush', 'ice-spirit', 'fire-spirit', 'boss-bandit']","{'avg_elixir': 4.0, 'four_card_cycle': 12.0, 'elixir_leaked': 0.0, 'tower_hp': 9110}","{'avg_elixir': 2.4, 'four_card_cycle': 6.0, 'elixir_leaked': 2.09, 'tower_hp': 6472}"
battle_1749623680.0,3-0,"['goblin-giant-ev1', 'zap-ev1', 'sparky', 'mini-pekka', 'dark-prince', 'mother-witch', 'mega-minion', 'rage']","['wall-breakers-ev1', 'dart-goblin-ev1', 'suspicious-bush', 'boss-bandit', 'fire-spirit', 'spear-goblins', 'ice-spirit', 'the-log']","{'avg_elixir': 3.9, 'four_card_cycle': 11.0, 'elixir_leaked': 0.35, 'tower_hp': 7508}","{'avg_elixir': 2.4, 'four_card_cycle': 6.0, 'elixir_leaked': 0.26, 'tower_hp': 0}"
battle_1749623524.0,1-0,"['royal-recruits-ev1', 'electro-dragon-ev1', 'mother-witch', 'golden-knight', 'goblin-hut', 'suspicious-bush', 'arrows', 'fireball']","['witch-ev1', 'giant-snowball-ev1', 'arrows', 'bowler', 'giant', 'graveyard', 'minions', 'guards']","{'avg_elixir': 4.1, 'four_card_cycle': 13.0, 'elixir_leaked': 2.74, 'tower_hp': 10577}","{'avg_elixir': 3.9, 'four_card_cycle': 11.0, 'elixir_leaked': 4.59, 'tower_hp': 5618}"
battle_1749623438.0,3-0,"['goblin-giant-ev1', 'pekka-ev1', 'goblin-machine', 'mega-minion', 'goblin-curse', 'bomber', 'arrows', 'rage']","['pekka-ev1', 'goblin-giant-ev1', 'goblin-machine', 'arrows', 'bomber', 'rage', 'goblin-curse', 'mega-minion']","{'avg_elixir': 3.8, 'four_card_cycle': 9.0, 'elixir_leaked': 1.89, 'tower_hp': 10158}","{'avg_elixir': 3.8, 'four_card_cycle': 9.0, 'elixir_leaked': 0.96, 'tower_hp': 0}"
battle_1749623176.0,1-0,"['lumberjack-ev1', 'goblin-cage-ev1', 'golem', 'lightning', 'baby-dragon', 'ice-wizard', 'night-witch', 'arrows']","['royal-recruits-ev1', 'firecracker-ev1', 'goblin-hut', 'royal-hogs', 'golden-knight', 'arrows', 'flying-machine', 'zappies']","{'avg_elixir': 4.5, 'four_card_cycle': 14.0, 'elixir_leaked': 3.68, 'tower_hp': 7910}","{'avg_elixir': 4.3, 'four_card_cycle': 14.0, 'elixir_leaked': 3.49, 'tower_hp': 5542}"
battle_1749623125.0,3-1,"['electro-dragon-ev1', 'lumberjack-ev1', 'electro-spirit', 'elite-barbarians', 'bomber', 'arrows', 'golem', 'night-witch']","['firecracker-ev1', 'archers-ev1', 'ice-spirit', 'elixir-golem', 'royal-ghost', 'the-log', 'boss-bandit', 'tesla']","{'avg_elixir': 4.1, 'four_card_cycle': 10.0, 'elixir_leaked': 5.29, 'tower_hp': 3666}","{'avg_elixir': 3.1, 'four_card_cycle': 9.0, 'elixir_leaked': 2.07, 'tower_hp': 0}"
battle_1749623117.0,3-0,"['cannon-ev1', 'goblin-barrel-ev1', 'knight', 'ice-spirit', 'goblin-gang', 'the-log', 'dart-goblin', 'princess']","['dart-goblin-ev1', 'firecracker-ev1', 'skeleton-barrel', 'goblin-gang', 'knight', 'bomb-tower', 'goblin-barrel', 'the-log']","{'avg_elixir': 2.6, 'four_card_cycle': 9.0, 'elixir_leaked': 1.39, 'tower_hp': 10688}","{'avg_elixir': 3.0, 'four_card_cycle': 11.0, 'elixir_leaked': 21.49, 'tower_hp': 0}"
battle_1749623065.0,1-0,"['witch-ev1', 'ice-spirit-ev1', 'royal-hogs', 'berserker', 'lightning', 'goblin-hut', 'skeletons', 'the-log']","['battle-ram-ev1', 'barbarians-ev1', 'bandit', 'heal-spirit', 'elixir-collector', 'arrows', 'royal-ghost', 'archer-queen']","{'avg_elixir': 3.3, 'four_card_cycle': 6.0, 'elixir_leaked': 1.35, 'tower_hp': 10544}","{'avg_elixir': 3.8, 'four_card_cycle': 10.0, 'elixir_leaked': 12.3, 'tower_hp': 7471}"
battle_1749623042.0,1-0,"['electro-dragon-ev1', 'lumberjack-ev1', 'golem', 'barbarian-barrel', 'skeleton-dragons', 'tornado', 'dark-prince', 'elixir-collector']","['royal-giant-ev1', 'executioner-ev1', 'lightning', 'barbarian-barrel', 'mother-witch', 'fisherman', 'tombstone', 'skeleton-king']","{'avg_elixir': 4.5, 'four_card_cycle': 13.0, 'elixir_leaked': 3.6, 'tower_hp': 7395}","{'avg_elixir': 4.1, 'four_card_cycle': 12.0, 'elixir_leaked': 3.68, 'tower_hp': 6645}"
battle_1749622912.0,1-0,"['goblin-barrel-ev1', 'ice-spirit-ev1', 'the-log', 'goblin-gang', 'princess', 'rocket', 'tesla', 'knight']","['royal-giant-ev1', 'hunter-ev1', 'guards', 'fireball', 'electro-spirit', 'monk', 'the-log', 'fisherman']","{'avg_elixir': 3.1, 'four_card_cycle': 9.0, 'elixir_leaked': 2.7, 'tower_hp': 6428}","{'avg_elixir': 3.5, 'four_card_cycle': 9.0, 'elixir_leaked': 4.47, 'tower_hp': 4066}"
battle_1749622885.0,3-1,"['pekka-ev1', 'battle-ram-ev1', 'boss-bandit', 'royal-ghost', 'electro-wizard', 'goblin-curse', 'magic-archer', 'zap']","['pekka-ev1', 'goblin-giant-ev1', 'goblin-machine', 'electro-wizard', 'arrows', 'goblin-curse', 'rage', 'bomber']","{'avg_elixir': 4.0, 'four_card_cycle': 11.0, 'elixir_leaked': 0.33, 'tower_hp': 4601}","{'avg_elixir': 3.9, 'four_card_cycle': 9.0, 'elixir_leaked': 1.46, 'tower_hp': 0}"
battle_1749622844.0,1-0,"['valkyrie-ev1', 'giant-snowball-ev1', 'ice-spirit', 'poison', 'guards', 'goblin-demolisher', 'goblin-drill', 'inferno-tower']","['wall-breakers-ev1', 'dart-goblin-ev1', 'suspicious-bush', 'boss-bandit', 'fire-spirit', 'spear-goblins', 'ice-spirit', 'the-log']","{'avg_elixir': 3.4, 'four_card_cycle': 10.0, 'elixir_leaked': 2.08, 'tower_hp': 7123}","{'avg_elixir': 2.4, 'four_card_cycle': 6.0, 'elixir_leaked': 14.06, 'tower_hp': 7440}"
