battle_id,game_result,player_1_deck,player_2_deck,player_1_stats,player_2_stats
battle_1749019791.0,1-0,"['royal-giant-ev1', 'hunter-ev1', 'monk', 'fisherman', 'fireball', 'skeletons', 'electro-spirit', 'the-log']","['executioner-ev1', 'giant-snowball-ev1', 'battle-ram', 'boss-bandit', 'lightning', 'bandit', 'skeletons', 'barbarian-barrel']","{'avg_elixir': 3.3, 'four_card_cycle': 7.0, 'elixir_leaked': 3.16, 'tower_hp': 10642}","{'avg_elixir': 3.6, 'four_card_cycle': 8.0, 'elixir_leaked': 3.06, 'tower_hp': 7020}"
battle_1749019691.0,1-0,"['executioner-ev1', 'giant-snowball-ev1', 'lightning', 'ram-rider', 'bandit', 'barbarian-barrel', 'boss-bandit', 'royal-ghost']","['mortar-ev1', 'archers-ev1', 'bowler', 'barbarians', 'inferno-dragon', 'flying-machine', 'bats', 'barbarian-barrel']","{'avg_elixir': 4.0, 'four_card_cycle': 10.0, 'elixir_leaked': 0.67, 'tower_hp': 7336}","{'avg_elixir': 3.6, 'four_card_cycle': 11.0, 'elixir_leaked': 0.21, 'tower_hp': 6889}"
battle_1749019257.0,3-0,"['barbarians-ev1', 'battle-ram-ev1', 'archer-queen', 'elixir-collector', 'arrows', 'heal-spirit', 'bandit', 'royal-ghost']","['royal-giant-ev1', 'hunter-ev1', 'monk', 'fisherman', 'fireball', 'skeletons', 'electro-spirit', 'the-log']","{'avg_elixir': 3.8, 'four_card_cycle': 10.0, 'elixir_leaked': 0.31, 'tower_hp': 9902}","{'avg_elixir': 3.3, 'four_card_cycle': 7.0, 'elixir_leaked': 2.04, 'tower_hp': 0}"
battle_1749019117.0,1-0,"['executioner-ev1', 'giant-snowball-ev1', 'graveyard', 'giant-skeleton', 'guards', 'bomber', 'goblin-hut', 'arrows']","['cannon-ev1', 'firecracker-ev1', 'electro-spirit', 'skeletons', 'the-log', 'mighty-miner', 'hog-rider', 'earthquake']","{'avg_elixir': 3.8, 'four_card_cycle': 10.0, 'elixir_leaked': 0.18, 'tower_hp': 7337}","{'avg_elixir': 2.6, 'four_card_cycle': 7.0, 'elixir_leaked': 0.46, 'tower_hp': 7054}"
battle_1749018233.0,1-0,"['firecracker-ev1', 'cannon-ev1', 'boss-bandit', 'hog-rider', 'ice-spirit', 'skeletons', 'the-log', 'earthquake']","['royal-giant-ev1', 'witch-ev1', 'skeleton-king', 'tombstone', 'electro-spirit', 'lightning', 'fisherman', 'the-log']","{'avg_elixir': 2.9, 'four_card_cycle': 7.0, 'elixir_leaked': 1.32, 'tower_hp': 8925}","{'avg_elixir': 3.8, 'four_card_cycle': 9.0, 'elixir_leaked': 2.78, 'tower_hp': 6692}"
battle_1749018119.0,1-0,"['pekka-ev1', 'archers-ev1', 'zap', 'arrows', 'royal-ghost', 'bandit', 'electro-wizard', 'battle-ram']","['witch-ev1', 'bats-ev1', 'battle-ram', 'skeleton-army', 'skeleton-king', 'miner', 'arrows', 'elixir-collector']","{'avg_elixir': 3.6, 'four_card_cycle': 11.0, 'elixir_leaked': 3.31, 'tower_hp': 6054}","{'avg_elixir': 3.8, 'four_card_cycle': 11.0, 'elixir_leaked': 0.0, 'tower_hp': 6580}"
battle_1749017680.0,1-0,"['cannon-ev1', 'giant-snowball-ev1', 'fire-spirit', 'archer-queen', 'knight', 'goblin-drill', 'the-log', 'skeletons']","['archers-ev1', 'tesla-ev1', 'electro-spirit', 'skeletons', 'fireball', 'knight', 'x-bow', 'the-log']","{'avg_elixir': 2.6, 'four_card_cycle': 6.0, 'elixir_leaked': 0.36, 'tower_hp': 7827}","{'avg_elixir': 3.0, 'four_card_cycle': 7.0, 'elixir_leaked': 1.24, 'tower_hp': 6156}"
battle_1749017519.0,2-1,"['zap-ev1', 'wizard-ev1', 'giant', 'arrows', 'sparky', 'mini-pekka', 'tornado', 'heal-spirit']","['royal-giant-ev1', 'hunter-ev1', 'royal-ghost', 'fisherman', 'lightning', 'skeletons', 'electro-spirit', 'the-log']","{'avg_elixir': 3.6, 'four_card_cycle': 9.0, 'elixir_leaked': 0.42, 'tower_hp': 3540}","{'avg_elixir': 3.3, 'four_card_cycle': 7.0, 'elixir_leaked': 1.51, 'tower_hp': 2633}"
battle_1749016583.0,3-0,"['skeletons-ev1', 'bats-ev1', 'elixir-golem', 'skeleton-king', 'elixir-collector', 'night-witch', 'arrows', 'rage']","['archers-ev1', 'royal-giant-ev1', 'tombstone', 'fireball', 'the-log', 'fisherman', 'mother-witch', 'skeleton-king']","{'avg_elixir': 3.1, 'four_card_cycle': 8.0, 'elixir_leaked': 1.26, 'tower_hp': 9112}","{'avg_elixir': 3.6, 'four_card_cycle': 11.0, 'elixir_leaked': 3.81, 'tower_hp': 0}"
battle_1749016280.0,1-0,"['goblin-barrel-ev1', 'valkyrie-ev1', 'ice-spirit', 'inferno-tower', 'the-log', 'rocket', 'princess', 'goblin-gang']","['royal-giant-ev1', 'hunter-ev1', 'fisherman', 'monk', 'barbarian-barrel', 'electro-spirit', 'fireball', 'goblins']","{'avg_elixir': 3.4, 'four_card_cycle': 9.0, 'elixir_leaked': 3.26, 'tower_hp': 8586}","{'avg_elixir': 3.4, 'four_card_cycle': 8.0, 'elixir_leaked': 5.69, 'tower_hp': 5476}"
battle_1749016012.0,1-0,"['ice-spirit-ev1', 'firecracker-ev1', 'earthquake', 'goblin-hut', 'skeletons', 'golden-knight', 'the-log', 'hog-rider']","['witch-ev1', 'ice-spirit-ev1', 'royal-hogs', 'berserker', 'lightning', 'goblin-hut', 'skeletons', 'the-log']","{'avg_elixir': 2.8, 'four_card_cycle': 7.0, 'elixir_leaked': 1.08, 'tower_hp': 9800}","{'avg_elixir': 3.3, 'four_card_cycle': 6.0, 'elixir_leaked': 0.62, 'tower_hp': 7714}"
battle_1749015558.0,2-1,"['royal-recruits-ev1', 'witch-ev1', 'arrows', 'lightning', 'flying-machine', 'skeleton-king', 'goblin-gang', 'royal-ghost']","['goblin-barrel-ev1', 'valkyrie-ev1', 'goblin-gang', 'wall-breakers', 'ice-spirit', 'princess', 'dart-goblin', 'cannon']","{'avg_elixir': 4.4, 'four_card_cycle': 13.0, 'elixir_leaked': 4.32, 'tower_hp': 6270}","{'avg_elixir': 2.8, 'four_card_cycle': 9.0, 'elixir_leaked': 2.46, 'tower_hp': 4334}"
battle_1749015064.0,1-0,"['cannon-ev1', 'wall-breakers-ev1', 'goblin-drill', 'fire-spirit', 'mighty-miner', 'goblin-demolisher', 'poison', 'the-log']","['royal-recruits-ev1', 'goblin-barrel-ev1', 'goblin-gang', 'dart-goblin', 'cannon', 'arrows', 'goblinstein', 'cannon-cart']","{'avg_elixir': 3.0, 'four_card_cycle': 8.0, 'elixir_leaked': 10.36, 'tower_hp': 8984}","{'avg_elixir': 4.0, 'four_card_cycle': 12.0, 'elixir_leaked': 4.41, 'tower_hp': 7315}"
battle_1749014642.0,1-0,"['bats-ev1', 'zap-ev1', 'goblin-gang', 'miner', 'skeleton-barrel', 'spear-goblins', 'inferno-dragon', 'mega-knight']","['royal-recruits-ev1', 'battle-ram-ev1', 'barbarian-barrel', 'cannon-cart', 'electro-spirit', 'flying-machine', 'goblin-cage', 'arrows']","{'avg_elixir': 3.3, 'four_card_cycle': 9.0, 'elixir_leaked': 1.63, 'tower_hp': 7143}","{'avg_elixir': 3.8, 'four_card_cycle': 10.0, 'elixir_leaked': 0.89, 'tower_hp': 4658}"
battle_1749013532.0,1-0,"['executioner-ev1', 'valkyrie-ev1', 'ice-spirit', 'rocket', 'the-log', 'goblins', 'hog-rider', 'tornado']","['valkyrie-ev1', 'giant-snowball-ev1', 'goblin-drill', 'poison', 'dart-goblin', 'guards', 'ice-spirit', 'inferno-tower']","{'avg_elixir': 3.4, 'four_card_cycle': 8.0, 'elixir_leaked': 0.95, 'tower_hp': 8576}","{'avg_elixir': 3.3, 'four_card_cycle': 9.0, 'elixir_leaked': 1.73, 'tower_hp': 7876}"
battle_1749013088.0,1-0,"['goblin-barrel-ev1', 'dart-goblin-ev1', 'goblin-demolisher', 'ice-spirit', 'skeletons', 'knight', 'inferno-tower', 'the-log']","['pekka-ev1', 'battle-ram-ev1', 'goblin-curse', 'royal-ghost', 'boss-bandit', 'electro-wizard', 'magic-archer', 'zap']","{'avg_elixir': 2.8, 'four_card_cycle': 7.0, 'elixir_leaked': 0.67, 'tower_hp': 10008}","{'avg_elixir': 4.0, 'four_card_cycle': 11.0, 'elixir_leaked': 1.8, 'tower_hp': 7636}"
battle_1749011987.0,1-0,"['witch-ev1', 'ice-spirit-ev1', 'hog-rider', 'lightning', 'the-log', 'goblin-hut', 'skeletons', 'berserker']","['mega-knight-ev1', 'giant-snowball-ev1', 'ram-rider', 'little-prince', 'guards', 'inferno-dragon', 'barbarian-barrel', 'lightning']","{'avg_elixir': 3.1, 'four_card_cycle': 6.0, 'elixir_leaked': 0.61, 'tower_hp': 10257}","{'avg_elixir': 4.0, 'four_card_cycle': 10.0, 'elixir_leaked': 9.41, 'tower_hp': 7795}"
battle_1749011862.0,1-0,"['witch-ev1', 'ice-spirit-ev1', 'skeletons', 'hog-rider', 'berserker', 'goblin-hut', 'the-log', 'lightning']","['pekka-ev1', 'battle-ram-ev1', 'zap', 'poison', 'bandit', 'electro-wizard', 'magic-archer', 'royal-ghost']","{'avg_elixir': 3.1, 'four_card_cycle': 6.0, 'elixir_leaked': 10.77, 'tower_hp': 5918}","{'avg_elixir': 3.9, 'four_card_cycle': 12.0, 'elixir_leaked': 9.65, 'tower_hp': 6060}"
battle_1749011580.0,1-0,"['goblin-giant-ev1', 'zap-ev1', 'sparky', 'dark-prince', 'mini-pekka', 'mother-witch', 'mega-minion', 'rage']","['witch-ev1', 'ice-spirit-ev1', 'hog-rider', 'lightning', 'the-log', 'goblin-hut', 'skeletons', 'berserker']","{'avg_elixir': 3.9, 'four_card_cycle': 11.0, 'elixir_leaked': 1.28, 'tower_hp': 8376}","{'avg_elixir': 3.1, 'four_card_cycle': 6.0, 'elixir_leaked': 0.46, 'tower_hp': 7505}"
battle_1749011076.0,1-0,"['elixir-collector', 'wizard-ev1', 'rage', 'minion-horde', 'giant', 'sparky', 'dark-prince', 'mini-pekka']","['knight-ev1', 'bats-ev1', 'miner', 'wall-breakers', 'poison', 'spear-goblins', 'the-log', 'bomb-tower']","{'avg_elixir': 4.6, 'four_card_cycle': 15.0, 'elixir_leaked': 1.83, 'tower_hp': 8712}","{'avg_elixir': 2.8, 'four_card_cycle': 8.0, 'elixir_leaked': 2.41, 'tower_hp': 6972}"
battle_1749010645.0,1-0,"['tesla-ev1', 'skeletons-ev1', 'princess', 'rocket', 'ice-spirit', 'little-prince', 'knight', 'the-log']","['zap-ev1', 'wizard-ev1', 'giant', 'fireball', 'sparky', 'mini-pekka', 'tornado', 'heal-spirit']","{'avg_elixir': 2.9, 'four_card_cycle': 7.0, 'elixir_leaked': 4.52, 'tower_hp': 10112}","{'avg_elixir': 3.8, 'four_card_cycle': 10.0, 'elixir_leaked': 2.58, 'tower_hp': 6565}"
battle_1749010132.0,3-1,"['royal-recruits-ev1', 'wall-breakers-ev1', 'ice-wizard', 'lightning', 'berserker', 'goblin-gang', 'arrows', 'skeleton-king']","['zap-ev1', 'wizard-ev1', 'giant', 'fireball', 'sparky', 'mini-pekka', 'tornado', 'heal-spirit']","{'avg_elixir': 3.8, 'four_card_cycle': 10.0, 'elixir_leaked': 0.52, 'tower_hp': 3835}","{'avg_elixir': 3.8, 'four_card_cycle': 10.0, 'elixir_leaked': 1.1, 'tower_hp': 0}"
battle_1749009625.0,1-0,"['electro-dragon-ev1', 'firecracker-ev1', 'fireball', 'monk', 'tornado', 'goblins', 'electro-spirit', 'ram-rider']","['royal-recruits-ev1', 'wall-breakers-ev1', 'ice-wizard', 'lightning', 'berserker', 'goblin-gang', 'arrows', 'skeleton-king']","{'avg_elixir': 3.5, 'four_card_cycle': 9.0, 'elixir_leaked': 24.18, 'tower_hp': 8980}","{'avg_elixir': 3.8, 'four_card_cycle': 10.0, 'elixir_leaked': 24.09, 'tower_hp': 7598}"
battle_1749008942.0,1-0,"['goblin-barrel-ev1', 'dart-goblin-ev1', 'goblin-demolisher', 'ice-spirit', 'skeletons', 'knight', 'inferno-tower', 'the-log']","['wall-breakers-ev1', 'bats-ev1', 'miner', 'golden-knight', 'poison', 'goblin-gang', 'goblin-hut', 'the-log']","{'avg_elixir': 2.8, 'four_card_cycle': 7.0, 'elixir_leaked': 2.45, 'tower_hp': 5810}","{'avg_elixir': 3.0, 'four_card_cycle': 9.0, 'elixir_leaked': 0.15, 'tower_hp': 3812}"
battle_1749008663.0,3-0,"['goblin-giant-ev1', 'pekka-ev1', 'zappies', 'rage', 'little-prince', 'arrows', 'goblin-curse', 'bomber']","['goblin-barrel-ev1', 'dart-goblin-ev1', 'goblin-gang', 'cannon', 'princess', 'ice-spirit', 'the-log', 'mighty-miner']","{'avg_elixir': 3.6, 'four_card_cycle': 9.0, 'elixir_leaked': 0.22, 'tower_hp': 10622}","{'avg_elixir': 2.8, 'four_card_cycle': 9.0, 'elixir_leaked': 0.0, 'tower_hp': 0}"
battle_1749007858.0,3-0,"['wizard-ev1', 'skeletons-ev1', 'elixir-golem', 'skeleton-king', 'goblin-machine', 'night-witch', 'arrows', 'rage']","['mortar-ev1', 'bats-ev1', 'miner', 'goblin-gang', 'skeleton-king', 'cannon-cart', 'spear-goblins', 'arrows']","{'avg_elixir': 3.4, 'four_card_cycle': 9.0, 'elixir_leaked': 3.39, 'tower_hp': 9223}","{'avg_elixir': 3.3, 'four_card_cycle': 10.0, 'elixir_leaked': 3.42, 'tower_hp': 0}"
battle_1749007632.0,1-0,"['goblin-giant-ev1', 'knight-ev1', 'sparky', 'arrows', 'mini-pekka', 'minions', 'little-prince', 'rage']","['goblin-barrel-ev1', 'knight-ev1', 'princess', 'dart-goblin', 'rascals', 'prince', 'goblin-gang', 'the-log']","{'avg_elixir': 3.8, 'four_card_cycle': 11.0, 'elixir_leaked': 3.33, 'tower_hp': 7579}","{'avg_elixir': 3.4, 'four_card_cycle': 11.0, 'elixir_leaked': 0.98, 'tower_hp': 7592}"
battle_1749007599.0,1-0,"['tesla-ev1', 'firecracker-ev1', 'earthquake', 'hog-rider', 'knight', 'ice-spirit', 'skeletons', 'the-log']","['tesla-ev1', 'archers-ev1', 'electro-spirit', 'skeletons', 'the-log', 'knight', 'x-bow', 'fireball']","{'avg_elixir': 2.6, 'four_card_cycle': 7.0, 'elixir_leaked': 4.63, 'tower_hp': 7296}","{'avg_elixir': 3.0, 'four_card_cycle': 7.0, 'elixir_leaked': 10.24, 'tower_hp': 5658}"
battle_1749007349.0,1-0,"['knight-ev1', 'witch-ev1', 'barbarian-barrel', 'ice-wizard', 'phoenix', 'poison', 'goblin-hut', 'graveyard']","['giant-snowball-ev1', 'mega-knight-ev1', 'barbarian-barrel', 'electro-wizard', 'inferno-dragon', 'ram-rider', 'poison', 'bandit']","{'avg_elixir': 3.8, 'four_card_cycle': 12.0, 'elixir_leaked': 0.7, 'tower_hp': 9831}","{'avg_elixir': 3.9, 'four_card_cycle': 11.0, 'elixir_leaked': 0.11, 'tower_hp': 7876}"
battle_1749006991.0,1-0,"['battle-ram-ev1', 'royal-recruits-ev1', 'fisherman', 'little-prince', 'royal-ghost', 'mother-witch', 'elixir-collector', 'arrows']","['tesla-ev1', 'skeletons-ev1', 'princess', 'rocket', 'ice-spirit', 'little-prince', 'knight', 'the-log']","{'avg_elixir': 4.1, 'four_card_cycle': 12.0, 'elixir_leaked': 4.68, 'tower_hp': 7761}","{'avg_elixir': 2.9, 'four_card_cycle': 7.0, 'elixir_leaked': 4.66, 'tower_hp': 6196}"
battle_1749006887.0,3-1,"['goblin-giant-ev1', 'zap-ev1', 'mini-pekka', 'sparky', 'mother-witch', 'heal-spirit', 'rage', 'dark-prince']","['witch-ev1', 'mega-knight-ev1', 'balloon', 'guards', 'inferno-dragon', 'goblin-hut', 'arrows', 'lightning']","{'avg_elixir': 3.6, 'four_card_cycle': 9.0, 'elixir_leaked': 1.53, 'tower_hp': 7605}","{'avg_elixir': 4.6, 'four_card_cycle': 14.0, 'elixir_leaked': 2.53, 'tower_hp': 0}"
battle_1749006868.0,1-0,"['witch-ev1', 'ice-spirit-ev1', 'royal-hogs', 'berserker', 'lightning', 'goblin-hut', 'skeletons', 'the-log']","['goblin-barrel-ev1', 'dart-goblin-ev1', 'goblin-gang', 'rascals', 'princess', 'prince', 'skeleton-king', 'the-log']","{'avg_elixir': 3.3, 'four_card_cycle': 6.0, 'elixir_leaked': 0.11, 'tower_hp': 9177}","{'avg_elixir': 3.5, 'four_card_cycle': 11.0, 'elixir_leaked': 1.88, 'tower_hp': 6799}"
battle_1749005981.0,1-0,"['zap-ev1', 'goblin-giant-ev1', 'sparky', 'mega-minion', 'rage', 'mini-pekka', 'golden-knight', 'zappies']","['goblin-giant-ev1', 'pekka-ev1', 'goblin-machine', 'mega-minion', 'goblin-curse', 'bomber', 'arrows', 'rage']","{'avg_elixir': 3.9, 'four_card_cycle': 11.0, 'elixir_leaked': 21.95, 'tower_hp': 10105}","{'avg_elixir': 3.8, 'four_card_cycle': 9.0, 'elixir_leaked': 24.1, 'tower_hp': 7624}"
battle_1749005825.0,1-0,"['mega-knight-ev1', 'wall-breakers-ev1', 'goblin-gang', 'arrows', 'zap', 'bandit', 'archer-queen', 'prince']","['ice-spirit-ev1', 'battle-ram-ev1', 'boss-bandit', 'royal-ghost', 'mother-witch', 'prince', 'guards', 'arrows']","{'avg_elixir': 3.8, 'four_card_cycle': 10.0, 'elixir_leaked': 3.81, 'tower_hp': 8439}","{'avg_elixir': 3.6, 'four_card_cycle': 10.0, 'elixir_leaked': 3.41, 'tower_hp': 4725}"
battle_1749005762.0,1-0,"['goblin-barrel-ev1', 'dart-goblin-ev1', 'goblin-hut', 'golden-knight', 'goblin-gang', 'ice-spirit', 'skeleton-barrel', 'the-log']","['witch-ev1', 'ice-spirit-ev1', 'royal-hogs', 'berserker', 'lightning', 'goblin-hut', 'skeletons', 'the-log']","{'avg_elixir': 2.9, 'four_card_cycle': 9.0, 'elixir_leaked': 1.01, 'tower_hp': 8185}","{'avg_elixir': 3.3, 'four_card_cycle': 6.0, 'elixir_leaked': 0.11, 'tower_hp': 6511}"
battle_1749005592.0,3-0,"['goblin-giant-ev1', 'pekka-ev1', 'goblin-machine', 'mega-minion', 'goblin-curse', 'bomber', 'arrows', 'rage']","['royal-recruits-ev1', 'valkyrie-ev1', 'flying-machine', 'miner', 'arrows', 'goblin-hut', 'balloon', 'zappies']","{'avg_elixir': 3.8, 'four_card_cycle': 9.0, 'elixir_leaked': 6.46, 'tower_hp': 7160}","{'avg_elixir': 4.3, 'four_card_cycle': 14.0, 'elixir_leaked': 4.63, 'tower_hp': 0}"
battle_1749004434.0,1-0,"['firecracker-ev1', 'cannon-ev1', 'skeletons', 'ice-spirit', 'mighty-miner', 'hog-rider', 'earthquake', 'the-log']","['electro-dragon-ev1', 'lumberjack-ev1', 'elixir-collector', 'boss-bandit', 'golem', 'tornado', 'guards', 'ice-wizard']","{'avg_elixir': 2.6, 'four_card_cycle': 7.0, 'elixir_leaked': 2.71, 'tower_hp': 9140}","{'avg_elixir': 4.8, 'four_card_cycle': 13.0, 'elixir_leaked': 7.48, 'tower_hp': 4827}"
battle_1749004333.0,1-0,"['archers-ev1', 'skeletons-ev1', 'knight', 'electro-spirit', 'x-bow', 'tesla', 'fireball', 'the-log']","['royal-giant-ev1', 'witch-ev1', 'royal-ghost', 'lightning', 'fisherman', 'electro-spirit', 'the-log', 'goblin-hut']","{'avg_elixir': 3.0, 'four_card_cycle': 7.0, 'elixir_leaked': 1.67, 'tower_hp': 10260}","{'avg_elixir': 3.8, 'four_card_cycle': 9.0, 'elixir_leaked': 4.46, 'tower_hp': 5693}"
battle_1749004273.0,1-0,"['firecracker-ev1', 'cannon-ev1', 'ice-spirit', 'guards', 'the-log', 'hog-rider', 'earthquake', 'mighty-miner']","['knight-ev1', 'goblin-giant-ev1', 'elite-barbarians', 'sparky', 'electro-wizard', 'heal-spirit', 'rage', 'zap']","{'avg_elixir': 2.9, 'four_card_cycle': 9.0, 'elixir_leaked': 1.24, 'tower_hp': 10200}","{'avg_elixir': 3.8, 'four_card_cycle': 8.0, 'elixir_leaked': 1.07, 'tower_hp': 6499}"
battle_1749004245.0,1-0,"['valkyrie-ev1', 'giant-snowball-ev1', 'goblin-drill', 'poison', 'dart-goblin', 'guards', 'ice-spirit', 'inferno-tower']","['goblin-giant-ev1', 'pekka-ev1', 'goblin-machine', 'mega-minion', 'goblin-curse', 'bomber', 'arrows', 'rage']","{'avg_elixir': 3.3, 'four_card_cycle': 9.0, 'elixir_leaked': 3.41, 'tower_hp': 8908}","{'avg_elixir': 3.8, 'four_card_cycle': 9.0, 'elixir_leaked': 1.18, 'tower_hp': 6759}"
battle_1749004187.0,1-0,"['archers-ev1', 'tesla-ev1', 'electro-spirit', 'knight', 'fireball', 'skeletons', 'the-log', 'x-bow']","['electro-dragon-ev1', 'lumberjack-ev1', 'golem', 'battle-healer', 'skeleton-dragons', 'guards', 'tornado', 'elixir-collector']","{'avg_elixir': 3.0, 'four_card_cycle': 7.0, 'elixir_leaked': 1.45, 'tower_hp': 9302}","{'avg_elixir': 4.6, 'four_card_cycle': 14.0, 'elixir_leaked': 1.16, 'tower_hp': 7239}"
battle_1749004054.0,2-1,"['dart-goblin-ev1', 'wall-breakers-ev1', 'berserker', 'fire-spirit', 'suspicious-bush', 'the-log', 'boss-bandit', 'goblin-hut']","['goblin-giant-ev1', 'pekka-ev1', 'goblin-machine', 'mega-minion', 'goblin-curse', 'bomber', 'arrows', 'rage']","{'avg_elixir': 2.8, 'four_card_cycle': 7.0, 'elixir_leaked': 2.3, 'tower_hp': 5804}","{'avg_elixir': 3.8, 'four_card_cycle': 9.0, 'elixir_leaked': 0.17, 'tower_hp': 2995}"
