items_str,support,length
"goblin-giant-ev1, goblin-machine, mega-minion, pekka-ev1",0.06701019860440151,4
"goblin-giant-ev1, goblin-machine, mega-minion, rage",0.06698872785829307,4
"goblin-machine, mega-minion, pekka-ev1, rage",0.06688137412775094,4
"arrows, bomber, goblin-machine, rage",0.06679549114331723,4
"goblin-curse, goblin-giant-ev1, mega-minion, pekka-ev1",0.06679549114331723,4
"goblin-curse, mega-minion, pekka-ev1, rage",0.06675254965110038,4
"goblin-curse, goblin-giant-ev1, goblin-machine, mega-minion",0.06643048845947397,4
"goblin-curse, goblin-machine, mega-minion, pekka-ev1",0.06623725174449813,4
"goblin-curse, goblin-machine, mega-minion, rage",0.06619431025228127,4
"arrows, bomber, goblin-curse, goblin-machine",0.06604401502952227,4
"arrows, goblin-giant-ev1, goblin-machine, mega-minion",0.06595813204508856,4
"bomber, goblin-giant-ev1, mega-minion, pekka-ev1",0.06585077831454643,4
"arrows, goblin-curse, goblin-giant-ev1, mega-minion",0.06582930756843801,4
"arrows, goblin-machine, mega-minion, pekka-ev1",0.06578636607622115,4
"bomber, goblin-giant-ev1, mega-minion, rage",0.0657434245840043,4
"arrows, goblin-curse, mega-minion, pekka-ev1",0.06563607085346215,4
"bomber, mega-minion, pekka-ev1, rage",0.06563607085346215,4
"arrows, goblin-machine, mega-minion, rage",0.06561460010735373,4
"arrows, goblin-curse, mega-minion, rage",0.0655072463768116,4
"arrows, goblin-curse, goblin-machine, mega-minion",0.06505636070853463,4
"bomber, goblin-giant-ev1, goblin-machine, mega-minion",0.06464841653247451,4
"bomber, goblin-machine, mega-minion, pekka-ev1",0.06460547504025765,4
"arrows, bomber, goblin-giant-ev1, mega-minion",0.06458400429414922,4
"bomber, goblin-curse, goblin-giant-ev1, mega-minion",0.06451959205582394,4
"arrows, bomber, mega-minion, pekka-ev1",0.06447665056360709,4
"bomber, goblin-curse, mega-minion, pekka-ev1",0.0644122383252818,4
"bomber, goblin-machine, mega-minion, rage",0.06426194310252281,4
"arrows, bomber, mega-minion, rage",0.0641760601180891,4
"bomber, goblin-curse, mega-minion, rage",0.06413311862587225,4
"bomber, goblin-curse, goblin-machine, mega-minion",0.06389694041867955,4
"arrows, bomber, goblin-machine, mega-minion",0.0632313472893183,4
"arrows, bomber, goblin-curse, mega-minion",0.06308105206655931,4
"electro-spirit, fisherman, royal-giant-ev1, the-log",0.03989264626945786,4
"goblin-hut, ice-spirit-ev1, skeletons, the-log",0.038475577026301666,4
"boss-bandit, executioner-ev1, giant-snowball-ev1, lightning",0.0383467525496511,4
"boss-bandit, executioner-ev1, lightning, ram-rider",0.03714439076757917,4
"barbarian-barrel, boss-bandit, executioner-ev1, lightning",0.03684380032206119,4
"boss-bandit, executioner-ev1, giant-snowball-ev1, ram-rider",0.03677938808373591,4
"executioner-ev1, giant-snowball-ev1, lightning, ram-rider",0.03677938808373591,4
"flying-machine, goblin-cage-ev1, royal-hogs, royal-recruits-ev1",0.03667203435319377,4
"boss-bandit, giant-snowball-ev1, lightning, ram-rider",0.03662909286097692,4
"arrows, flying-machine, royal-hogs, royal-recruits-ev1",0.03639291465378422,4
"barbarian-barrel, boss-bandit, executioner-ev1, giant-snowball-ev1",0.03617820719269994,4
"barbarian-barrel, executioner-ev1, giant-snowball-ev1, lightning",0.03617820719269994,4
"barbarian-barrel, boss-bandit, giant-snowball-ev1, lightning",0.03602791196994096,4
"boss-bandit, executioner-ev1, lightning, royal-ghost",0.0359849704777241,4
"barbarian-barrel, giant-snowball-ev1, lightning, ram-rider",0.03540526033279656,4
"flying-machine, goblin-cage-ev1, royal-recruits-ev1, zappies",0.03536231884057971,4
"boss-bandit, executioner-ev1, giant-snowball-ev1, royal-ghost",0.035276435856146,4
"barbarian-barrel, executioner-ev1, lightning, ram-rider",0.03523349436392915,4
"executioner-ev1, giant-snowball-ev1, lightning, royal-ghost",0.03519055287171229,4
"arrows, flying-machine, goblin-cage-ev1, royal-recruits-ev1",0.03506172839506173,4
"boss-bandit, executioner-ev1, ram-rider, royal-ghost",0.03506172839506173,4
"executioner-ev1, lightning, ram-rider, royal-ghost",0.03501878690284487,4
"barbarian-barrel, boss-bandit, executioner-ev1, ram-rider",0.034997316156736444,4
"flying-machine, royal-hogs, royal-recruits-ev1, zappies",0.034975845410628016,4
"boss-bandit, giant-snowball-ev1, lightning, royal-ghost",0.034954374664519595,4
"barbarian-barrel, boss-bandit, lightning, ram-rider",0.03484702093397746,4
"giant-snowball-ev1, lightning, ram-rider, royal-ghost",0.034782608695652174,4
"boss-bandit, lightning, ram-rider, royal-ghost",0.034696725711218464,4
"barbarian-barrel, executioner-ev1, giant-snowball-ev1, ram-rider",0.034589371980676326,4
"barbarian-barrel, boss-bandit, giant-snowball-ev1, ram-rider",0.03452495974235105,4
"executioner-ev1, giant-snowball-ev1, ram-rider, royal-ghost",0.03452495974235105,4
"boss-bandit, giant-snowball-ev1, ram-rider, royal-ghost",0.034396135265700484,4
"goblin-cage-ev1, royal-hogs, royal-recruits-ev1, zappies",0.03394524959742351,4
"barbarian-barrel, flying-machine, royal-hogs, royal-recruits-ev1",0.033902308105206655,4
"electro-spirit, fisherman, hunter-ev1, royal-giant-ev1",0.03379495437466452,4
"barbarian-barrel, boss-bandit, executioner-ev1, royal-ghost",0.0336231884057971,4
"flying-machine, goblin-cage-ev1, royal-hogs, zappies",0.033601717659688675,4
"barbarian-barrel, executioner-ev1, lightning, royal-ghost",0.03358024691358025,4
"arrows, flying-machine, royal-recruits-ev1, zappies",0.03336553945249597,4
"barbarian-barrel, flying-machine, goblin-cage-ev1, royal-recruits-ev1",0.03325818572195384,4
"barbarian-barrel, boss-bandit, lightning, royal-ghost",0.03323671497584541,4
"barbarian-barrel, boss-bandit, giant-snowball-ev1, royal-ghost",0.03308641975308642,4
"barbarian-barrel, executioner-ev1, giant-snowball-ev1, royal-ghost",0.03304347826086956,4
"barbarian-barrel, giant-snowball-ev1, lightning, royal-ghost",0.03295759527643586,4
"arrows, goblin-cage-ev1, royal-hogs, royal-recruits-ev1",0.032914653784219004,4
"barbarian-barrel, executioner-ev1, ram-rider, royal-ghost",0.03289318303811058,4
"barbarian-barrel, lightning, ram-rider, royal-ghost",0.032721417069243156,4
"arrows, barbarian-barrel, flying-machine, royal-recruits-ev1",0.03265700483091787,4
"arrows, flying-machine, goblin-cage-ev1, royal-hogs",0.03261406333870102,4
"barbarian-barrel, boss-bandit, ram-rider, royal-ghost",0.03261406333870102,4
"barbarian-barrel, giant-snowball-ev1, ram-rider, royal-ghost",0.032334943639291465,4
"fisherman, hunter-ev1, royal-giant-ev1, the-log",0.03227053140096618,4
"barbarian-barrel, goblin-cage-ev1, royal-hogs, royal-recruits-ev1",0.03181964573268921,4
"arrows, goblin-cage-ev1, royal-recruits-ev1, zappies",0.03166935050993022,4
"electro-spirit, hunter-ev1, royal-giant-ev1, the-log",0.03166935050993022,4
"electro-spirit, fisherman, hunter-ev1, the-log",0.031647879763821794,4
"arrows, flying-machine, goblin-cage-ev1, zappies",0.031540526033279656,4
"barbarian-barrel, flying-machine, royal-recruits-ev1, zappies",0.03151905528717123,4
"barbarian-barrel, flying-machine, goblin-cage-ev1, royal-hogs",0.03139023081052066,4
"arrows, royal-hogs, royal-recruits-ev1, zappies",0.03128287707997853,4
"berserker, goblin-hut, lightning, the-log",0.03111111111111111,4
"arrows, flying-machine, royal-hogs, zappies",0.03104669887278583,4
"barbarian-barrel, goblin-cage-ev1, royal-recruits-ev1, zappies",0.030703166935050992,4
"goblin-hut, lightning, the-log, witch-ev1",0.030531400966183574,4
"goblin-hut, ice-spirit-ev1, lightning, the-log",0.030509930220075147,4
"goblin-barrel-ev1, goblin-gang, princess, the-log",0.030445517981749867,4
"barbarian-barrel, flying-machine, goblin-cage-ev1, zappies",0.030381105743424584,4
"lightning, skeletons, the-log, witch-ev1",0.03033816425120773,4
"berserker, goblin-hut, ice-spirit-ev1, the-log",0.030295222758990874,4
"berserker, goblin-hut, ice-spirit-ev1, lightning",0.030230810520665594,4
"arrows, barbarian-barrel, royal-hogs, royal-recruits-ev1",0.030209339774557167,4
"barbarian-barrel, royal-hogs, royal-recruits-ev1, zappies",0.030209339774557167,4
"goblin-hut, lightning, skeletons, the-log",0.0300805152979066,4
"arrows, goblin-cage-ev1, royal-hogs, zappies",0.03003757380568975,4
"barbarian-barrel, flying-machine, royal-hogs, zappies",0.029822866344605476,4
"arrows, barbarian-barrel, flying-machine, royal-hogs",0.029758454106280193,4
"berserker, ice-spirit-ev1, lightning, the-log",0.029758454106280193,4
"goblin-hut, ice-spirit-ev1, lightning, skeletons",0.029758454106280193,4
"ice-spirit-ev1, lightning, skeletons, the-log",0.029672571121846483,4
"arrows, barbarian-barrel, goblin-cage-ev1, royal-recruits-ev1",0.029586688137412775,4
"berserker, goblin-hut, lightning, skeletons",0.029479334406870637,4
"goblin-barrel-ev1, goblin-gang, ice-spirit, princess",0.029457863660762213,4
"arrows, barbarian-barrel, flying-machine, goblin-cage-ev1",0.02939345142243693,4
"barbarian-barrel, goblin-cage-ev1, royal-hogs, zappies",0.029329039184111647,4
"berserker, goblin-hut, ice-spirit-ev1, skeletons",0.029329039184111647,4
"berserker, goblin-hut, skeletons, the-log",0.029329039184111647,4
"berserker, ice-spirit-ev1, skeletons, the-log",0.029178743961352657,4
"berserker, lightning, skeletons, the-log",0.029135802469135802,4
"berserker, ice-spirit-ev1, lightning, skeletons",0.029092860976918947,4
"berserker, goblin-hut, lightning, witch-ev1",0.028341384863123993,4
"earthquake, firecracker-ev1, hog-rider, the-log",0.027954911433172303,4
"arrows, barbarian-barrel, royal-recruits-ev1, zappies",0.027911969940955447,4
"arrows, barbarian-barrel, flying-machine, zappies",0.02782608695652174,4
"arrows, barbarian-barrel, goblin-cage-ev1, royal-hogs",0.02782608695652174,4
"berserker, lightning, the-log, witch-ev1",0.02782608695652174,4
"berserker, goblin-hut, the-log, witch-ev1",0.02774020397208803,4
"goblin-hut, ice-spirit-ev1, lightning, witch-ev1",0.02743961352657005,4
"goblin-hut, ice-spirit-ev1, the-log, witch-ev1",0.027396672034353194,4
"goblin-hut, lightning, skeletons, witch-ev1",0.02733225979602791,4
"goblin-hut, ice-spirit-ev1, skeletons, witch-ev1",0.027289318303811056,4
"berserker, goblin-hut, ice-spirit-ev1, witch-ev1",0.027139023081052066,4
"goblin-hut, skeletons, the-log, witch-ev1",0.027139023081052066,4
"berserker, ice-spirit-ev1, lightning, witch-ev1",0.02705314009661836,4
"ice-spirit-ev1, lightning, the-log, witch-ev1",0.02703166935050993,4
"arrows, barbarian-barrel, goblin-cage-ev1, zappies",0.026988727858293076,4
"ice-spirit-ev1, lightning, skeletons, witch-ev1",0.026881374127750938,4
"berserker, lightning, skeletons, witch-ev1",0.02681696188942566,4
"berserker, goblin-hut, skeletons, witch-ev1",0.02679549114331723,4
"ice-spirit-ev1, skeletons, the-log, witch-ev1",0.026774020397208803,4
"berserker, ice-spirit-ev1, the-log, witch-ev1",0.026752549651100375,4
"berserker, ice-spirit-ev1, skeletons, witch-ev1",0.026688137412775093,4
"electro-spirit, fisherman, monk, royal-giant-ev1",0.026516371443907675,4
"berserker, skeletons, the-log, witch-ev1",0.026451959205582395,4
"arrows, barbarian-barrel, royal-hogs, zappies",0.02640901771336554,4
"ice-spirit-ev1, royal-hogs, skeletons, the-log",0.026108427267847557,4
"dart-goblin-ev1, suspicious-bush, the-log, wall-breakers-ev1",0.025335480407944175,4
"boss-bandit, executioner-ev1, guards, lightning",0.025099302200751475,4
"fisherman, monk, royal-giant-ev1, the-log",0.024949006977992485,4
"fisherman, hunter-ev1, monk, royal-giant-ev1",0.024820182501341922,4
"hog-rider, ice-spirit-ev1, skeletons, the-log",0.024798711755233495,4
"electro-spirit, monk, royal-giant-ev1, the-log",0.024777241009125067,4
"boss-bandit, executioner-ev1, giant-snowball-ev1, guards",0.02475577026301664,4
"executioner-ev1, giant-snowball-ev1, guards, lightning",0.024648416532474505,4
"boss-bandit, executioner-ev1, guards, royal-ghost",0.024562533548040794,4
"boss-bandit, giant-snowball-ev1, guards, lightning",0.02449812130971551,4
"boss-bandit, executioner-ev1, guards, ram-rider",0.024412238325281804,4
"electro-spirit, hunter-ev1, monk, royal-giant-ev1",0.024390767579173377,4
"electro-spirit, fisherman, monk, the-log",0.02436929683306495,4
"executioner-ev1, guards, lightning, ram-rider",0.02436929683306495,4
"electro-spirit, fisherman, hunter-ev1, monk",0.02421900161030596,4
"giant-snowball-ev1, guards, lightning, ram-rider",0.024154589371980676,4
"executioner-ev1, guards, lightning, royal-ghost",0.02413311862587225,4
"fisherman, lightning, royal-giant-ev1, the-log",0.02411164787976382,4
"boss-bandit, guards, lightning, ram-rider",0.02406870638754697,4
"executioner-ev1, giant-snowball-ev1, guards, ram-rider",0.02406870638754697,4
"electro-spirit, fisherman, lightning, royal-giant-ev1",0.024004294149221686,4
"boss-bandit, giant-snowball-ev1, guards, ram-rider",0.02396135265700483,4
"boss-bandit, guards, lightning, royal-ghost",0.023896940418679548,4
"firecracker-ev1, hog-rider, skeletons, the-log",0.023896940418679548,4
"executioner-ev1, giant-snowball-ev1, guards, royal-ghost",0.023853998926462696,4
"dart-goblin-ev1, ice-spirit, suspicious-bush, the-log",0.02372517444981213,4
"giant-snowball-ev1, guards, lightning, royal-ghost",0.02372517444981213,4
"boss-bandit, giant-snowball-ev1, guards, royal-ghost",0.02366076221148685,4
"executioner-ev1, guards, ram-rider, royal-ghost",0.02357487922705314,4
"electro-spirit, fisherman, royal-giant-ev1, skeletons",0.023553408480944713,4
"guards, lightning, ram-rider, royal-ghost",0.02348899624261943,4
"electro-spirit, lightning, royal-giant-ev1, the-log",0.023467525496511005,4
"dart-goblin-ev1, ice-spirit, suspicious-bush, wall-breakers-ev1",0.023381642512077295,4
"boss-bandit, guards, ram-rider, royal-ghost",0.023360171765968867,4
"barbarian-barrel, executioner-ev1, guards, lightning",0.023317230273752012,4
"earthquake, hog-rider, skeletons, the-log",0.023274288781535157,4
"fisherman, royal-giant-ev1, skeletons, the-log",0.023274288781535157,4
"giant-snowball-ev1, guards, ram-rider, royal-ghost",0.023231347289318305,4
"electro-spirit, royal-giant-ev1, skeletons, the-log",0.023145464304884594,4
"ice-spirit, suspicious-bush, the-log, wall-breakers-ev1",0.023145464304884594,4
"barbarian-barrel, boss-bandit, executioner-ev1, guards",0.02310252281266774,4
"hunter-ev1, monk, royal-giant-ev1, the-log",0.02310252281266774,4
"electro-spirit, fisherman, lightning, the-log",0.023059581320450887,4
"dart-goblin-ev1, ice-spirit, the-log, wall-breakers-ev1",0.02295222758990875,4
"fisherman, hunter-ev1, monk, the-log",0.022887815351583466,4
"barbarian-barrel, boss-bandit, guards, lightning",0.022866344605475042,4
"barbarian-barrel, executioner-ev1, giant-snowball-ev1, guards",0.022758990874932904,4
"electro-spirit, fisherman, skeletons, the-log",0.022737520128824476,4
"barbarian-barrel, guards, lightning, ram-rider",0.022673107890499193,4
"electro-spirit, hunter-ev1, monk, the-log",0.022608695652173914,4
"dark-prince, goblin-giant-ev1, rage, sparky",0.022587224906065486,4
"barbarian-barrel, boss-bandit, giant-snowball-ev1, guards",0.02254428341384863,4
"barbarian-barrel, giant-snowball-ev1, guards, lightning",0.022522812667740203,4
"barbarian-barrel, executioner-ev1, guards, ram-rider",0.022436929683306496,4
"goblin-giant-ev1, rage, sparky, zap-ev1",0.02230810520665593,4
"barbarian-barrel, executioner-ev1, guards, royal-ghost",0.022200751476113795,4
"barbarian-barrel, boss-bandit, guards, ram-rider",0.022179280730005368,4
"barbarian-barrel, boss-bandit, guards, royal-ghost",0.022114868491680085,4
"barbarian-barrel, guards, lightning, royal-ghost",0.022028985507246378,4
"dart-goblin-ev1, spear-goblins, suspicious-bush, the-log",0.02200751476113795,4
"barbarian-barrel, giant-snowball-ev1, guards, ram-rider",0.021986044015029522,4
"earthquake, firecracker-ev1, skeletons, the-log",0.021943102522812667,4
"dart-goblin-ev1, spear-goblins, suspicious-bush, wall-breakers-ev1",0.021814278046162105,4
"arrows, elixir-golem, night-witch, rage",0.021749865807836822,4
"barbarian-barrel, giant-snowball-ev1, guards, royal-ghost",0.02168545356951154,4
"arrows, goblin-gang, royal-recruits-ev1, wall-breakers-ev1",0.021599570585077832,4
"spear-goblins, suspicious-bush, the-log, wall-breakers-ev1",0.021578099838969404,4
"earthquake, firecracker-ev1, hog-rider, skeletons",0.021556629092860977,4
"dart-goblin-ev1, spear-goblins, the-log, wall-breakers-ev1",0.021406333870101987,4
"barbarian-barrel, guards, ram-rider, royal-ghost",0.021341921631776704,4
"dart-goblin-ev1, ice-spirit, spear-goblins, suspicious-bush",0.021041331186258724,4
"ice-spirit, spear-goblins, suspicious-bush, wall-breakers-ev1",0.02089103596349973,4
"dart-goblin-ev1, goblin-barrel-ev1, princess, the-log",0.020869565217391306,4
"dark-prince, goblin-giant-ev1, sparky, zap-ev1",0.02084809447128288,4
"dart-goblin-ev1, ice-spirit, spear-goblins, wall-breakers-ev1",0.020783682232957595,4
"goblin-barrel-ev1, goblin-gang, ice-spirit, the-log",0.020783682232957595,4
"dart-goblin-ev1, ice-spirit, spear-goblins, the-log",0.020719269994632313,4
"ice-spirit, spear-goblins, suspicious-bush, the-log",0.020719269994632313,4
"dark-prince, goblin-giant-ev1, rage, zap-ev1",0.020697799248523885,4
"ice-spirit, spear-goblins, the-log, wall-breakers-ev1",0.020526033279656467,4
"goblin-hut, hog-rider, ice-spirit-ev1, the-log",0.02050456253354804,4
"fisherman, hunter-ev1, royal-giant-ev1, skeletons",0.020418679549114332,4
"goblin-barrel-ev1, ice-spirit, princess, the-log",0.020397208803005905,4
"dark-prince, rage, sparky, zap-ev1",0.020225442834138487,4
"earthquake, ice-spirit-ev1, skeletons, the-log",0.020075147611379497,4
"electro-spirit, hunter-ev1, royal-giant-ev1, skeletons",0.020032206119162642,4
"elixir-golem, goblin-machine, night-witch, rage",0.020032206119162642,4
"electro-spirit, fisherman, hunter-ev1, skeletons",0.01996779388083736,4
"goblin-hut, hog-rider, skeletons, the-log",0.019774557165861514,4
"hunter-ev1, royal-giant-ev1, skeletons, the-log",0.019753086419753086,4
"fisherman, hunter-ev1, skeletons, the-log",0.01966720343531938,4
"elixir-golem, goblin-machine, rage, skeleton-king",0.01958132045088567,4
"goblin-hut, hog-rider, ice-spirit-ev1, skeletons",0.01943102522812668,4
"arrows, bowler, giant, graveyard",0.019388083735909823,4
"electro-spirit, hunter-ev1, skeletons, the-log",0.019366612989801395,4
"arrows, giant, giant-snowball-ev1, graveyard",0.019345142243692968,4
"guards, lava-hound, skeleton-dragons, valkyrie-ev1",0.019194847020933978,4
"arrows, elixir-golem, rage, skeleton-king",0.019151905528717122,4
"elixir-golem, night-witch, rage, skeleton-king",0.01908749329039184,4
"arrows, elixir-golem, goblin-machine, rage",0.019066022544283415,4
"arrows, elixir-golem, night-witch, skeleton-king",0.019001610305958132,4
"arrows, elixir-golem, goblin-machine, night-witch",0.01893719806763285,4
"arrows, bowler, giant-snowball-ev1, graveyard",0.018808373590982287,4
"bowler, giant, giant-snowball-ev1, graveyard",0.018808373590982287,4
"arrows, bowler, giant, giant-snowball-ev1",0.01855072463768116,4
"dart-goblin-ev1, goblin-barrel-ev1, goblin-gang, the-log",0.01855072463768116,4
"arrows, giant, graveyard, guards",0.018464841653247452,4
"goblin-gang, ice-spirit, princess, the-log",0.018443370907139024,4
"giant, giant-snowball-ev1, graveyard, guards",0.018271604938271607,4
"arrows, giant-snowball-ev1, graveyard, guards",0.01822866344605475,4
"arrows, giant, giant-snowball-ev1, guards",0.018078368223295758,4
"bowler, giant, graveyard, guards",0.018056897477187334,4
"arrows, elixir-golem, goblin-machine, skeleton-king",0.017928073000536768,4
"arrows, bowler, graveyard, guards",0.01786366076221149,4
"electro-wizard, goblin-giant-ev1, rage, sparky",0.01784219001610306,4
"arrows, bowler, giant, guards",0.017820719269994633,4
"bowler, giant-snowball-ev1, graveyard, guards",0.017820719269994633,4
"elixir-golem, goblin-machine, night-witch, skeleton-king",0.017777777777777778,4
"bowler, giant, giant-snowball-ev1, guards",0.01775630703166935,4
"electro-spirit, fireball, skeletons, the-log",0.017648953301127215,4
"arrows, bowler, giant-snowball-ev1, guards",0.017627482555018788,4
"goblin-barrel-ev1, knight, princess, the-log",0.01760601180891036,4
"arrows, night-witch, rage, skeleton-king",0.017563070316693505,4
"goblin-hut, lightning, royal-hogs, the-log",0.017563070316693505,4
"berserker, goblin-hut, lightning, royal-hogs",0.01752012882447665,4
"cannon, goblin-barrel-ev1, goblin-gang, princess",0.01752012882447665,4
"goblin-barrel-ev1, goblin-gang, knight, the-log",0.01752012882447665,4
"barbarian-barrel, graveyard, knight-ev1, poison",0.017477187332259798,4
"berserker, goblin-hut, royal-hogs, the-log",0.017477187332259798,4
"dart-goblin-ev1, fire-spirit, ice-spirit, the-log",0.01745571658615137,4
"arrows, goblin-machine, night-witch, rage",0.017434245840042942,4
"berserker, lightning, royal-hogs, the-log",0.017434245840042942,4
"goblin-hut, ice-spirit-ev1, lightning, royal-hogs",0.017241009125067097,4
"goblin-hut, ice-spirit-ev1, royal-hogs, the-log",0.01721953837895867,4
"dart-goblin, goblin-barrel-ev1, goblin-gang, princess",0.017198067632850242,4
"ice-spirit-ev1, lightning, royal-hogs, the-log",0.01713365539452496,4
"berserker, ice-spirit-ev1, royal-hogs, the-log",0.01711218464841653,4
"elixir-golem, night-witch, rage, skeletons-ev1",0.01711218464841653,4
"berserker, goblin-hut, ice-spirit-ev1, royal-hogs",0.017090713902308104,4
"goblin-hut, ice-spirit-ev1, royal-hogs, skeletons",0.017090713902308104,4
"arrows, elixir-golem, night-witch, skeletons-ev1",0.01706924315619968,4
"berserker, ice-spirit-ev1, lightning, royal-hogs",0.01706924315619968,4
"ice-spirit-ev1, lightning, royal-hogs, skeletons",0.01706924315619968,4
"arrows, elixir-golem, goblin-machine, skeletons-ev1",0.017047772410091252,4
"goblin-hut, lightning, royal-hogs, skeletons",0.017047772410091252,4
"goblin-hut, royal-hogs, skeletons, the-log",0.017004830917874397,4
"lightning, royal-hogs, skeletons, the-log",0.017004830917874397,4
"goblin-gang, knight, princess, the-log",0.01698336017176597,4
"arrows, goblin-machine, rage, skeleton-king",0.016940418679549114,4
"berserker, ice-spirit-ev1, royal-hogs, skeletons",0.016940418679549114,4
"berserker, lightning, royal-hogs, skeletons",0.016918947933440686,4
"goblin-machine, night-witch, rage, skeleton-king",0.01689747718733226,4
"arrows, elixir-golem, rage, skeletons-ev1",0.016876006441223834,4
"berserker, goblin-hut, royal-hogs, skeletons",0.016876006441223834,4
"goblin-barrel-ev1, goblin-gang, knight, princess",0.016854535695115407,4
"berserker, royal-hogs, skeletons, the-log",0.01683306494900698,4
"elixir-golem, goblin-machine, night-witch, skeletons-ev1",0.01683306494900698,4
"elixir-golem, goblin-machine, rage, skeletons-ev1",0.01674718196457327,4
"fisherman, hunter-ev1, lightning, royal-giant-ev1",0.016682769726247985,4
"elixir-golem, rage, skeleton-king, skeletons-ev1",0.01666129898013956,4
"elixir-golem, night-witch, skeleton-king, skeletons-ev1",0.016553945249597423,4
"boss-bandit, dart-goblin-ev1, suspicious-bush, the-log",0.016532474503488995,4
"boss-bandit, dart-goblin-ev1, suspicious-bush, wall-breakers-ev1",0.01648953301127214,4
"dark-prince, electro-wizard, goblin-giant-ev1, sparky",0.01642512077294686,4
"arrows, elixir-golem, skeleton-king, skeletons-ev1",0.016403650026838433,4
"arrows, goblin-machine, night-witch, skeleton-king",0.016403650026838433,4
"fireball, flying-machine, royal-hogs, royal-recruits-ev1",0.016360708534621578,4
"arrows, night-witch, rage, skeletons-ev1",0.01633923778851315,4
"cannon-ev1, earthquake, skeletons, the-log",0.01633923778851315,4
"electro-spirit, fisherman, hunter-ev1, lightning",0.01633923778851315,4
"boss-bandit, suspicious-bush, the-log, wall-breakers-ev1",0.016317767042404722,4
"goblin-hut, lightning, royal-hogs, witch-ev1",0.016296296296296295,4
"electro-spirit, hunter-ev1, lightning, royal-giant-ev1",0.01627482555018787,4
"fisherman, hunter-ev1, lightning, the-log",0.016231884057971015,4
"lightning, royal-hogs, the-log, witch-ev1",0.016231884057971015,4
"barbarian-barrel, graveyard, ice-wizard, poison",0.016210413311862588,4
"archers-ev1, elixir-golem, goblin-machine, rage",0.016167471819645732,4
"electro-spirit, fireball, fisherman, royal-giant-ev1",0.016167471819645732,4
"elixir-golem, goblin-machine, skeleton-king, skeletons-ev1",0.016167471819645732,4
"goblin-hut, royal-hogs, the-log, witch-ev1",0.016167471819645732,4
"goblin-machine, night-witch, rage, skeletons-ev1",0.016167471819645732,4
"arrows, goblin-machine, night-witch, skeletons-ev1",0.016146001073537305,4
"boss-bandit, dart-goblin-ev1, the-log, wall-breakers-ev1",0.016146001073537305,4
