items_str,support,length
"bomber, goblin-machine, mega-minion, rage",0.06733225979602792,4
"arrows, bomber, goblin-machine, mega-minion",0.06681696188942565,4
"bomber, goblin-curse, goblin-machine, mega-minion",0.0666881374127751,4
"arrows, bomber, goblin-curse, mega-minion",0.06658078368223296,4
"boss-bandit, executioner-ev1, giant-snowball-ev1, lightning",0.04225442834138486,4
"barbarian-barrel, boss-bandit, executioner-ev1, lightning",0.04057971014492753,4
"boss-bandit, executioner-ev1, lightning, ram-rider",0.04038647342995169,4
"barbarian-barrel, executioner-ev1, giant-snowball-ev1, lightning",0.04012882447665057,4
"executioner-ev1, giant-snowball-ev1, lightning, ram-rider",0.04012882447665057,4
"boss-bandit, executioner-ev1, giant-snowball-ev1, ram-rider",0.03997852925389157,4
"boss-bandit, giant-snowball-ev1, lightning, ram-rider",0.03991411701556629,4
"barbarian-barrel, boss-bandit, executioner-ev1, giant-snowball-ev1",0.03989264626945786,4
"barbarian-barrel, boss-bandit, giant-snowball-ev1, lightning",0.0397638217928073,4
"boss-bandit, executioner-ev1, lightning, royal-ghost",0.03935587761674718,4
"barbarian-barrel, giant-snowball-ev1, lightning, ram-rider",0.03901234567901234,4
"barbarian-barrel, executioner-ev1, lightning, ram-rider",0.038883521202361784,4
"giant-snowball-ev1, lightning, ram-rider, royal-ghost",0.03828234031132582,4
"executioner-ev1, giant-snowball-ev1, lightning, royal-ghost",0.03826086956521739,4
"barbarian-barrel, boss-bandit, executioner-ev1, ram-rider",0.03815351583467526,4
"boss-bandit, executioner-ev1, giant-snowball-ev1, royal-ghost",0.03813204508856683,4
"barbarian-barrel, executioner-ev1, giant-snowball-ev1, ram-rider",0.03796027911969941,4
"boss-bandit, giant-snowball-ev1, lightning, royal-ghost",0.03796027911969941,4
"barbarian-barrel, boss-bandit, lightning, ram-rider",0.03793880837359098,4
"goblin-hut, ice-spirit-ev1, skeletons, the-log",0.03789586688137413,4
"barbarian-barrel, boss-bandit, giant-snowball-ev1, ram-rider",0.037809983896940416,4
"executioner-ev1, lightning, ram-rider, royal-ghost",0.037809983896940416,4
"boss-bandit, executioner-ev1, ram-rider, royal-ghost",0.03755233494363929,4
"boss-bandit, lightning, ram-rider, royal-ghost",0.037230273752012884,4
"executioner-ev1, giant-snowball-ev1, ram-rider, royal-ghost",0.0371658615136876,4
"barbarian-barrel, executioner-ev1, lightning, royal-ghost",0.036908212560386476,4
"boss-bandit, giant-snowball-ev1, ram-rider, royal-ghost",0.036908212560386476,4
"electro-spirit, fisherman, royal-giant-ev1, the-log",0.03688674181427805,4
"barbarian-barrel, boss-bandit, executioner-ev1, royal-ghost",0.03662909286097692,4
"barbarian-barrel, boss-bandit, lightning, royal-ghost",0.03619967793880837,4
"barbarian-barrel, executioner-ev1, giant-snowball-ev1, royal-ghost",0.036049382716049384,4
"barbarian-barrel, boss-bandit, giant-snowball-ev1, royal-ghost",0.03602791196994096,4
"barbarian-barrel, giant-snowball-ev1, lightning, royal-ghost",0.035963499731615674,4
"barbarian-barrel, executioner-ev1, ram-rider, royal-ghost",0.03581320450885668,4
"barbarian-barrel, lightning, ram-rider, royal-ghost",0.035748792270531404,4
"goblin-barrel-ev1, goblin-gang, ice-spirit, princess",0.0355126140633387,4
"barbarian-barrel, boss-bandit, ram-rider, royal-ghost",0.03519055287171229,4
"barbarian-barrel, giant-snowball-ev1, ram-rider, royal-ghost",0.03506172839506173,4
"goblin-barrel-ev1, goblin-gang, princess, the-log",0.03265700483091787,4
"goblin-giant-ev1, rage, sparky, zap-ev1",0.031733762748255505,4
"electro-spirit, fisherman, hunter-ev1, royal-giant-ev1",0.03141170155662909,4
"dark-prince, goblin-giant-ev1, rage, sparky",0.030595813204508857,4
"berserker, goblin-hut, lightning, the-log",0.03042404723564144,4
"arrows, flying-machine, royal-hogs, royal-recruits-ev1",0.030144927536231884,4
"dark-prince, goblin-giant-ev1, sparky, zap-ev1",0.030123456790123456,4
"goblin-hut, ice-spirit-ev1, lightning, the-log",0.029973161567364466,4
"berserker, goblin-hut, ice-spirit-ev1, the-log",0.029844337090713904,4
"berserker, goblin-hut, ice-spirit-ev1, lightning",0.029608158883521203,4
"goblin-hut, lightning, skeletons, the-log",0.029500805152979065,4
"ice-spirit-ev1, lightning, skeletons, the-log",0.029479334406870637,4
"dark-prince, goblin-giant-ev1, rage, zap-ev1",0.029457863660762213,4
"goblin-hut, ice-spirit-ev1, lightning, skeletons",0.029371980676328503,4
"fisherman, hunter-ev1, royal-giant-ev1, the-log",0.029350509930220075,4
"berserker, ice-spirit-ev1, lightning, the-log",0.029114331723027374,4
"dark-prince, rage, sparky, zap-ev1",0.029049919484702095,4
"dart-goblin-ev1, suspicious-bush, the-log, wall-breakers-ev1",0.028964036500268384,4
"flying-machine, goblin-cage-ev1, royal-hogs, royal-recruits-ev1",0.028942565754159957,4
"goblin-hut, lightning, the-log, witch-ev1",0.028942565754159957,4
"berserker, goblin-hut, ice-spirit-ev1, skeletons",0.02892109500805153,4
"electro-spirit, hunter-ev1, royal-giant-ev1, the-log",0.02892109500805153,4
"berserker, ice-spirit-ev1, skeletons, the-log",0.0288996242619431,4
"electro-spirit, fisherman, hunter-ev1, the-log",0.028878153515834674,4
"berserker, goblin-hut, skeletons, the-log",0.028835212023617822,4
"boss-bandit, executioner-ev1, guards, lightning",0.028792270531400967,4
"berserker, goblin-hut, lightning, skeletons",0.028706387546967256,4
"berserker, lightning, skeletons, the-log",0.02862050456253355,4
"lightning, skeletons, the-log, witch-ev1",0.02851315083199141,4
"berserker, ice-spirit-ev1, lightning, skeletons",0.028491680085882983,4
"boss-bandit, executioner-ev1, giant-snowball-ev1, guards",0.02836285560923242,4
"executioner-ev1, giant-snowball-ev1, guards, lightning",0.02827697262479871,4
"arrows, flying-machine, goblin-cage-ev1, royal-recruits-ev1",0.02812667740203972,4
"boss-bandit, giant-snowball-ev1, guards, lightning",0.02812667740203972,4
"executioner-ev1, guards, lightning, ram-rider",0.027718733225979602,4
"boss-bandit, executioner-ev1, guards, ram-rider",0.027654320987654323,4
"boss-bandit, executioner-ev1, guards, royal-ghost",0.027611379495437467,4
"giant-snowball-ev1, guards, lightning, ram-rider",0.0274825550187869,4
"barbarian-barrel, flying-machine, royal-hogs, royal-recruits-ev1",0.027461084272678477,4
"dart-goblin-ev1, ice-spirit, suspicious-bush, the-log",0.02743961352657005,4
"boss-bandit, guards, lightning, ram-rider",0.02735373054213634,4
"executioner-ev1, guards, lightning, royal-ghost",0.02735373054213634,4
"executioner-ev1, giant-snowball-ev1, guards, ram-rider",0.02726784755770263,4
"boss-bandit, giant-snowball-ev1, guards, ram-rider",0.027224906065485777,4
"arrows, barbarian-barrel, flying-machine, royal-recruits-ev1",0.02718196457326892,4
"dart-goblin-ev1, ice-spirit, suspicious-bush, wall-breakers-ev1",0.027160493827160494,4
"boss-bandit, guards, lightning, royal-ghost",0.027074610842726783,4
"giant-snowball-ev1, guards, lightning, royal-ghost",0.02705314009661836,4
"flying-machine, goblin-cage-ev1, royal-recruits-ev1, zappies",0.027010198604401504,4
"barbarian-barrel, executioner-ev1, guards, lightning",0.026988727858293076,4
"executioner-ev1, giant-snowball-ev1, guards, royal-ghost",0.026924315619967793,4
"boss-bandit, giant-snowball-ev1, guards, royal-ghost",0.02681696188942566,4
"ice-spirit, suspicious-bush, the-log, wall-breakers-ev1",0.026731078904991948,4
"barbarian-barrel, flying-machine, goblin-cage-ev1, royal-recruits-ev1",0.026688137412775093,4
"berserker, goblin-hut, lightning, witch-ev1",0.026623725174449813,4
"barbarian-barrel, executioner-ev1, giant-snowball-ev1, guards",0.02655931293612453,4
"dart-goblin-ev1, ice-spirit, the-log, wall-breakers-ev1",0.026494900697799247,4
"arrows, goblin-cage-ev1, royal-hogs, royal-recruits-ev1",0.02647342995169082,4
"ice-spirit-ev1, royal-hogs, skeletons, the-log",0.02647342995169082,4
"barbarian-barrel, boss-bandit, executioner-ev1, guards",0.026451959205582395,4
"berserker, lightning, the-log, witch-ev1",0.026344605475040257,4
"arrows, flying-machine, goblin-cage-ev1, royal-hogs",0.02632313472893183,4
"flying-machine, royal-hogs, royal-recruits-ev1, zappies",0.02632313472893183,4
"executioner-ev1, guards, ram-rider, royal-ghost",0.026280193236714974,4
"berserker, goblin-hut, the-log, witch-ev1",0.02625872249060655,4
"guards, lightning, ram-rider, royal-ghost",0.026215780998389695,4
"boss-bandit, guards, ram-rider, royal-ghost",0.02617283950617284,4
"barbarian-barrel, boss-bandit, guards, lightning",0.026065485775630705,4
"barbarian-barrel, giant-snowball-ev1, guards, lightning",0.026065485775630705,4
"giant-snowball-ev1, guards, ram-rider, royal-ghost",0.026065485775630705,4
"arrows, flying-machine, royal-recruits-ev1, zappies",0.026044015029522277,4
"barbarian-barrel, boss-bandit, giant-snowball-ev1, guards",0.02602254428341385,4
"barbarian-barrel, guards, lightning, ram-rider",0.02602254428341385,4
"goblin-hut, ice-spirit-ev1, lightning, witch-ev1",0.025979602791196994,4
"goblin-hut, ice-spirit-ev1, the-log, witch-ev1",0.025958132045088567,4
"goblin-hut, lightning, skeletons, witch-ev1",0.025958132045088567,4
"goblin-cage-ev1, royal-hogs, royal-recruits-ev1, zappies",0.025893719806763284,4
"berserker, goblin-hut, ice-spirit-ev1, witch-ev1",0.025829307568438004,4
"barbarian-barrel, executioner-ev1, guards, ram-rider",0.02578636607622115,4
"dart-goblin-ev1, goblin-barrel-ev1, goblin-gang, the-log",0.02576489533011272,4
"goblin-barrel-ev1, goblin-gang, ice-spirit, the-log",0.02576489533011272,4
"goblin-hut, ice-spirit-ev1, skeletons, witch-ev1",0.02576489533011272,4
"goblin-hut, skeletons, the-log, witch-ev1",0.025743424584004294,4
"barbarian-barrel, goblin-cage-ev1, royal-hogs, royal-recruits-ev1",0.02570048309178744,4
"flying-machine, goblin-cage-ev1, royal-hogs, zappies",0.02567901234567901,4
"berserker, ice-spirit-ev1, lightning, witch-ev1",0.02555018786902845,4
"ice-spirit-ev1, lightning, the-log, witch-ev1",0.02552871712292002,4
"barbarian-barrel, flying-machine, goblin-cage-ev1, royal-hogs",0.025507246376811593,4
"ice-spirit-ev1, lightning, skeletons, witch-ev1",0.02539989264626946,4
"barbarian-barrel, boss-bandit, guards, ram-rider",0.02537842190016103,4
"barbarian-barrel, giant-snowball-ev1, guards, ram-rider",0.02524959742351047,4
"berserker, goblin-hut, skeletons, witch-ev1",0.02524959742351047,4
"berserker, ice-spirit-ev1, the-log, witch-ev1",0.02524959742351047,4
"ice-spirit-ev1, skeletons, the-log, witch-ev1",0.02524959742351047,4
"berserker, lightning, skeletons, witch-ev1",0.02522812667740204,4
"barbarian-barrel, executioner-ev1, guards, royal-ghost",0.025163714439076758,4
"berserker, ice-spirit-ev1, skeletons, witch-ev1",0.02514224369296833,4
"arrows, barbarian-barrel, royal-hogs, royal-recruits-ev1",0.025077831454643047,4
"barbarian-barrel, boss-bandit, guards, royal-ghost",0.025077831454643047,4
"berserker, skeletons, the-log, witch-ev1",0.02499194847020934,4
"arrows, goblin-cage-ev1, royal-recruits-ev1, zappies",0.02490606548577563,4
"barbarian-barrel, guards, lightning, royal-ghost",0.024884594739667202,4
"arrows, barbarian-barrel, flying-machine, royal-hogs",0.02484165324745035,4
"barbarian-barrel, giant-snowball-ev1, guards, royal-ghost",0.024820182501341922,4
"arrows, flying-machine, goblin-cage-ev1, zappies",0.024798711755233495,4
"dart-goblin-ev1, goblin-barrel-ev1, princess, the-log",0.024669887278582932,4
"earthquake, firecracker-ev1, hog-rider, the-log",0.02451959205582394,4
"barbarian-barrel, flying-machine, royal-recruits-ev1, zappies",0.024476650563607084,4
"spear-goblins, suspicious-bush, the-log, wall-breakers-ev1",0.024240472356414387,4
"arrows, barbarian-barrel, goblin-cage-ev1, royal-recruits-ev1",0.02421900161030596,4
"arrows, barbarian-barrel, flying-machine, goblin-cage-ev1",0.024154589371980676,4
"dart-goblin-ev1, spear-goblins, suspicious-bush, the-log",0.024154589371980676,4
"barbarian-barrel, guards, ram-rider, royal-ghost",0.02413311862587225,4
"dart-goblin-ev1, spear-goblins, suspicious-bush, wall-breakers-ev1",0.02413311862587225,4
"electro-spirit, fisherman, monk, royal-giant-ev1",0.02413311862587225,4
"barbarian-barrel, goblin-cage-ev1, royal-recruits-ev1, zappies",0.024090177133655393,4
"arrows, royal-hogs, royal-recruits-ev1, zappies",0.02406870638754697,4
"goblin-barrel-ev1, ice-spirit, princess, the-log",0.02404723564143854,4
"arrows, flying-machine, royal-hogs, zappies",0.024004294149221686,4
"barbarian-barrel, flying-machine, goblin-cage-ev1, zappies",0.02387546967257112,4
"electro-wizard, goblin-giant-ev1, rage, sparky",0.023703703703703703,4
"dart-goblin-ev1, spear-goblins, the-log, wall-breakers-ev1",0.023639291465378423,4
"arrows, goblin-cage-ev1, royal-hogs, zappies",0.023553408480944713,4
"ice-spirit, spear-goblins, suspicious-bush, wall-breakers-ev1",0.023553408480944713,4
"dart-goblin-ev1, ice-spirit, spear-goblins, suspicious-bush",0.023317230273752012,4
"barbarian-barrel, royal-hogs, royal-recruits-ev1, zappies",0.023295759527643584,4
"dart-goblin-ev1, ice-spirit, spear-goblins, wall-breakers-ev1",0.023252818035426732,4
"ice-spirit, spear-goblins, suspicious-bush, the-log",0.023145464304884594,4
"barbarian-barrel, flying-machine, royal-hogs, zappies",0.023123993558776167,4
"ice-spirit, spear-goblins, the-log, wall-breakers-ev1",0.023016639828234032,4
"arrows, barbarian-barrel, goblin-cage-ev1, royal-hogs",0.022995169082125604,4
"barbarian-barrel, goblin-cage-ev1, royal-hogs, zappies",0.02295222758990875,4
"dart-goblin-ev1, ice-spirit, spear-goblins, the-log",0.02293075684380032,4
"dart-goblin-ev1, fire-spirit, ice-spirit, the-log",0.02280193236714976,4
"fisherman, monk, royal-giant-ev1, the-log",0.02278046162104133,4
"fisherman, hunter-ev1, monk, royal-giant-ev1",0.022608695652173914,4
"electro-spirit, monk, royal-giant-ev1, the-log",0.02254428341384863,4
"dark-prince, electro-wizard, goblin-giant-ev1, sparky",0.02241545893719807,4
"electro-spirit, fisherman, royal-giant-ev1, skeletons",0.022286634460547503,4
"electro-wizard, goblin-giant-ev1, sparky, zap-ev1",0.022286634460547503,4
"hog-rider, ice-spirit-ev1, skeletons, the-log",0.022286634460547503,4
"electro-spirit, fisherman, monk, the-log",0.02224369296833065,4
"electro-spirit, hunter-ev1, monk, royal-giant-ev1",0.02224369296833065,4
"arrows, barbarian-barrel, royal-recruits-ev1, zappies",0.022179280730005368,4
"electro-spirit, fisherman, hunter-ev1, monk",0.022179280730005368,4
"arrows, barbarian-barrel, flying-machine, zappies",0.022136339237788513,4
"dart-goblin-ev1, goblin-barrel-ev1, ice-spirit, the-log",0.02200751476113795,4
"arrows, barbarian-barrel, goblin-cage-ev1, zappies",0.021749865807836822,4
"goblin-giant-ev1, heal-spirit, rage, sparky",0.021663982823403115,4
"cannon, goblin-barrel-ev1, goblin-gang, princess",0.021642512077294687,4
"electro-spirit, royal-giant-ev1, skeletons, the-log",0.021599570585077832,4
"electro-spirit, fireball, skeletons, the-log",0.021556629092860977,4
"electro-wizard, goblin-giant-ev1, rage, zap-ev1",0.02151368760064412,4
"electro-wizard, rage, sparky, zap-ev1",0.02151368760064412,4
"cannon, goblin-barrel-ev1, goblin-gang, ice-spirit",0.021449275362318842,4
"dark-prince, electro-wizard, sparky, zap-ev1",0.021449275362318842,4
"fisherman, royal-giant-ev1, skeletons, the-log",0.021427804616210414,4
"goblin-giant-ev1, heal-spirit, sparky, zap-ev1",0.021406333870101987,4
"dark-prince, electro-wizard, goblin-giant-ev1, rage",0.021341921631776704,4
"dark-prince, electro-wizard, goblin-giant-ev1, zap-ev1",0.021256038647342997,4
"dark-prince, electro-wizard, rage, sparky",0.02121309715512614,4
"goblin-gang, ice-spirit, princess, the-log",0.02121309715512614,4
"firecracker-ev1, hog-rider, skeletons, the-log",0.02114868491680086,4
"dart-goblin-ev1, goblin-gang, ice-spirit, the-log",0.02099838969404187,4
"electro-spirit, fisherman, lightning, royal-giant-ev1",0.020955448201825013,4
"arrows, barbarian-barrel, royal-hogs, zappies",0.020933977455716585,4
"electro-spirit, fisherman, skeletons, the-log",0.020933977455716585,4
"hunter-ev1, monk, royal-giant-ev1, the-log",0.02089103596349973,4
"fisherman, hunter-ev1, monk, the-log",0.020869565217391306,4
"heal-spirit, rage, sparky, zap-ev1",0.020805152979066023,4
"goblin-giant-ev1, heal-spirit, rage, zap-ev1",0.02074074074074074,4
"guards, lava-hound, skeleton-dragons, valkyrie-ev1",0.020719269994632313,4
"fisherman, lightning, royal-giant-ev1, the-log",0.020547504025764895,4
"dark-prince, electro-wizard, rage, zap-ev1",0.02050456253354804,4
"electro-spirit, hunter-ev1, monk, the-log",0.02050456253354804,4
"dark-prince, goblin-giant-ev1, heal-spirit, sparky",0.02044015029522276,4
"electro-spirit, lightning, royal-giant-ev1, the-log",0.020397208803005905,4
"dart-goblin-ev1, goblin-barrel-ev1, goblin-gang, ice-spirit",0.020375738056897477,4
"goblin-barrel-ev1, goblin-gang, knight, the-log",0.020246913580246915,4
"electro-wizard, goblin-giant-ev1, heal-spirit, sparky",0.020225442834138487,4
"earthquake, hog-rider, skeletons, the-log",0.02020397208803006,4
"dark-prince, heal-spirit, sparky, zap-ev1",0.020139559849704777,4
"dark-prince, goblin-giant-ev1, heal-spirit, zap-ev1",0.02009661835748792,4
"goblin-barrel-ev1, knight, princess, the-log",0.02005367686527107,4
"fisherman, hunter-ev1, royal-giant-ev1, skeletons",0.020032206119162642,4
"electro-wizard, goblin-giant-ev1, heal-spirit, zap-ev1",0.01996779388083736,4
"electro-wizard, heal-spirit, sparky, zap-ev1",0.01996779388083736,4
"elite-barbarians, goblin-giant-ev1, sparky, zap-ev1",0.01996779388083736,4
"elite-barbarians, goblin-giant-ev1, rage, sparky",0.019903381642512076,4
"cannon, goblin-barrel-ev1, ice-spirit, princess",0.01988191089640365,4
"dark-prince, heal-spirit, rage, sparky",0.019860440150295224,4
"dark-prince, goblin-giant-ev1, heal-spirit, rage",0.01979602791196994,4
"dart-goblin-ev1, goblin-barrel-ev1, goblin-gang, princess",0.01973161567364466,4
"electro-spirit, fisherman, lightning, the-log",0.01973161567364466,4
"electro-spirit, hunter-ev1, royal-giant-ev1, skeletons",0.019688674181427803,4
"electro-spirit, fisherman, hunter-ev1, skeletons",0.01966720343531938,4
"cannon, goblin-gang, ice-spirit, princess",0.01964573268921095,4
"elite-barbarians, goblin-giant-ev1, rage, zap-ev1",0.01964573268921095,4
"elite-barbarians, rage, sparky, zap-ev1",0.019624261943102524,4
"dark-prince, elite-barbarians, goblin-giant-ev1, sparky",0.019538378958668813,4
"dart-goblin, goblin-barrel-ev1, goblin-gang, princess",0.019538378958668813,4
"dark-prince, heal-spirit, rage, zap-ev1",0.019516908212560385,4
"electro-wizard, goblin-giant-ev1, heal-spirit, rage",0.019516908212560385,4
"electro-wizard, heal-spirit, rage, sparky",0.019495437466451958,4
"dark-prince, electro-wizard, goblin-giant-ev1, heal-spirit",0.01940955448201825,4
"dark-prince, electro-wizard, heal-spirit, sparky",0.019388083735909823,4
"dark-prince, elite-barbarians, goblin-giant-ev1, zap-ev1",0.019388083735909823,4
"knight, skeletons, tesla-ev1, the-log",0.019366612989801395,4
"dark-prince, elite-barbarians, sparky, zap-ev1",0.019345142243692968,4
"goblin-hut, hog-rider, ice-spirit-ev1, the-log",0.01932367149758454,4
"dark-prince, electro-wizard, heal-spirit, zap-ev1",0.019302200751476113,4
"electro-wizard, heal-spirit, rage, zap-ev1",0.019302200751476113,4
"earthquake, firecracker-ev1, skeletons, the-log",0.019280730005367685,4
"dark-prince, elite-barbarians, goblin-giant-ev1, rage",0.019237788513150833,4
"dark-prince, elite-barbarians, rage, sparky",0.019216317767042405,4
"arrows, guards, lava-hound, valkyrie-ev1",0.019194847020933978,4
"elite-barbarians, goblin-giant-ev1, heal-spirit, sparky",0.019151905528717122,4
"dart-goblin-ev1, fire-spirit, suspicious-bush, wall-breakers-ev1",0.019108964036500267,4
"electro-wizard, elite-barbarians, goblin-giant-ev1, sparky",0.01908749329039184,4
"dark-prince, elite-barbarians, rage, zap-ev1",0.019044551798174988,4
"elite-barbarians, goblin-giant-ev1, heal-spirit, zap-ev1",0.019044551798174988,4
"elite-barbarians, heal-spirit, sparky, zap-ev1",0.019044551798174988,4
"dart-goblin-ev1, fire-spirit, suspicious-bush, the-log",0.01902308105206656,4
"fire-spirit, suspicious-bush, the-log, wall-breakers-ev1",0.019001610305958132,4
"electro-wizard, elite-barbarians, goblin-giant-ev1, zap-ev1",0.018980139559849705,4
"electro-wizard, elite-barbarians, sparky, zap-ev1",0.018915727321524422,4
"earthquake, firecracker-ev1, hog-rider, skeletons",0.018894256575415994,4
"elite-barbarians, heal-spirit, rage, sparky",0.018894256575415994,4
"goblin-barrel-ev1, goblin-gang, knight, princess",0.018851315083199142,4
"elite-barbarians, goblin-giant-ev1, heal-spirit, rage",0.018808373590982287,4
"fisherman, hunter-ev1, skeletons, the-log",0.01878690284487386,4
"goblin-gang, knight, princess, the-log",0.01878690284487386,4
"electro-wizard, elite-barbarians, goblin-giant-ev1, rage",0.018765432098765432,4
"dark-prince, electro-wizard, heal-spirit, rage",0.018743961352657004,4
"elite-barbarians, heal-spirit, rage, zap-ev1",0.018743961352657004,4
"electro-wizard, elite-barbarians, rage, sparky",0.018722490606548577,4
"electro-wizard, elite-barbarians, goblin-giant-ev1, heal-spirit",0.01870101986044015,4
"dart-goblin-ev1, fire-spirit, the-log, wall-breakers-ev1",0.01867954911433172,4
"electro-wizard, elite-barbarians, heal-spirit, sparky",0.01867954911433172,4
"hunter-ev1, royal-giant-ev1, skeletons, the-log",0.01867954911433172,4
"arrows, goblin-gang, royal-recruits-ev1, wall-breakers-ev1",0.01863660762211487,4
"electro-wizard, elite-barbarians, heal-spirit, zap-ev1",0.01863660762211487,4
"earthquake, ice-spirit-ev1, skeletons, the-log",0.018615136876006442,4
"dark-prince, electro-wizard, elite-barbarians, goblin-giant-ev1",0.018593666129898014,4
"electro-wizard, elite-barbarians, rage, zap-ev1",0.018593666129898014,4
"dark-prince, elite-barbarians, goblin-giant-ev1, heal-spirit",0.01855072463768116,4
"dark-prince, elite-barbarians, heal-spirit, sparky",0.01855072463768116,4
"dark-prince, electro-wizard, elite-barbarians, sparky",0.01852925389157273,4
"boss-bandit, dart-goblin-ev1, suspicious-bush, wall-breakers-ev1",0.018486312399355876,4
"dark-prince, elite-barbarians, heal-spirit, zap-ev1",0.018486312399355876,4
"dark-prince, electro-wizard, elite-barbarians, zap-ev1",0.018464841653247452,4
"electro-spirit, hunter-ev1, skeletons, the-log",0.01840042941492217,4
"electro-wizard, elite-barbarians, heal-spirit, rage",0.018336017176596886,4
